item_id,stem_id,dataset,sample_id,generator,setting,choice_count,question,difficulty,discrimination,guessing
mmlu_pro::mmlu_pro:2195::google/gemini-3.1-pro-preview::human_from_scratch,mmlu_pro::mmlu_pro:2195,mmlu_pro,mmlu_pro:2195,google/gemini-3.1-pro-preview,human_from_scratch,4,Any substance that can have a negative impact on fetal development is ___________.,-5.868505790794986,1.0310453780807904,0.25046063514956446
mmlu_pro::mmlu_pro:2014::google/gemini-3.1-pro-preview::human_from_scratch,mmlu_pro::mmlu_pro:2014,mmlu_pro,mmlu_pro:2014,google/gemini-3.1-pro-preview,human_from_scratch,4,"Which classical conditioning term best describes the following scenario: Later in his classical conditioning experiments, Ivan Pavlov's dogs began to salivate whenever they heard any sound similar to a bell, such as a doorbell or someone accidentally clinking a water glass.",-5.868505790794986,1.0310453780807904,0.25046063514956446
mmlu_pro::mmlu_pro:2084::google/gemini-3.1-pro-preview::human_from_scratch,mmlu_pro::mmlu_pro:2084,mmlu_pro,mmlu_pro:2084,google/gemini-3.1-pro-preview,human_from_scratch,4,"According to Bronfenbrenner’s (1979) ecological model, the ______ consists of interactions between elements of the microsystem (e.g., between the family and the school).",-5.868505790794986,1.0310453780807904,0.25046063514956446
mmlu_pro::mmlu_pro:77::google/gemini-3.1-pro-preview::human_from_scratch,mmlu_pro::mmlu_pro:77,mmlu_pro,mmlu_pro:77,google/gemini-3.1-pro-preview,human_from_scratch,4,"Which type of research methods are designed to elicit responses to predetermined, standardized questions from many respondents?",-5.868505790794986,1.0310453780807904,0.25046063514956446
mmlu_pro::mmlu_pro:1491::together/Qwen/Qwen3.5-397B-A17B::model_from_scratch,mmlu_pro::mmlu_pro:1491,mmlu_pro,mmlu_pro:1491,together/Qwen/Qwen3.5-397B-A17B,model_from_scratch,4,Which of these statements best describes the UK Constitution?,-5.948955359158477,1.028009354175385,0.25040965719672786
mmlu_pro::mmlu_pro:2084::together/Qwen/Qwen3.5-397B-A17B::model_from_scratch,mmlu_pro::mmlu_pro:2084,mmlu_pro,mmlu_pro:2084,together/Qwen/Qwen3.5-397B-A17B,model_from_scratch,4,"According to Bronfenbrenner’s (1979) ecological model, the ______ consists of interactions between elements of the microsystem (e.g., between the family and the school).",-5.949026356561848,1.0280067083744557,0.2504096116796637
mmlu_pro::mmlu_pro:689::together/Qwen/Qwen3.5-397B-A17B::model_from_scratch,mmlu_pro::mmlu_pro:689,mmlu_pro,mmlu_pro:689,together/Qwen/Qwen3.5-397B-A17B,model_from_scratch,4,Which of the following is typically not a result of recognizing the importance of ethnic groups by marketers?,-5.949026356561848,1.0280067083744557,0.2504096116796637
mmlu_pro::mmlu_pro:2014::together/Qwen/Qwen3.5-397B-A17B::model_from_scratch,mmlu_pro::mmlu_pro:2014,mmlu_pro,mmlu_pro:2014,together/Qwen/Qwen3.5-397B-A17B,model_from_scratch,4,"Which classical conditioning term best describes the following scenario: Later in his classical conditioning experiments, Ivan Pavlov's dogs began to salivate whenever they heard any sound similar to a bell, such as a doorbell or someone accidentally clinking a water glass.",-5.949026356561848,1.0280067083744557,0.2504096116796637
mmlu_pro::mmlu_pro:2353::together/Qwen/Qwen3.5-397B-A17B::model_from_scratch,mmlu_pro::mmlu_pro:2353,mmlu_pro,mmlu_pro:2353,together/Qwen/Qwen3.5-397B-A17B,model_from_scratch,4,A behavior that is elicited automatically by an environmental stimulus is called a(n),-5.949026356561848,1.0280067083744557,0.2504096116796637
mmlu_pro::mmlu_pro:77::together/Qwen/Qwen3.5-397B-A17B::model_from_scratch,mmlu_pro::mmlu_pro:77,mmlu_pro,mmlu_pro:77,together/Qwen/Qwen3.5-397B-A17B,model_from_scratch,4,"Which type of research methods are designed to elicit responses to predetermined, standardized questions from many respondents?",-5.949026356561848,1.0280067083744557,0.2504096116796637
mmlu_pro::mmlu_pro:2195::together/Qwen/Qwen3.5-397B-A17B::model_from_scratch,mmlu_pro::mmlu_pro:2195,mmlu_pro,mmlu_pro:2195,together/Qwen/Qwen3.5-397B-A17B,model_from_scratch,4,Any substance that can have a negative impact on fetal development is ___________.,-5.949026356561848,1.0280067083744557,0.2504096116796637
mmlu_pro::mmlu_pro:2168::together/Qwen/Qwen3.5-397B-A17B::model_from_scratch,mmlu_pro::mmlu_pro:2168,mmlu_pro,mmlu_pro:2168,together/Qwen/Qwen3.5-397B-A17B,model_from_scratch,4,What part of Phineas Gage's brain was damaged by his accident while laying the railroad track?,-5.949026356561848,1.0280067083744557,0.2504096116796637
mmlu_pro::mmlu_pro:1491::together/Qwen/Qwen3.5-397B-A17B::human_from_scratch,mmlu_pro::mmlu_pro:1491,mmlu_pro,mmlu_pro:1491,together/Qwen/Qwen3.5-397B-A17B,human_from_scratch,4,Which of these statements best describes the UK Constitution?,-5.956452837997216,1.0277455275290084,0.2504026958048816
mmlu_pro::mmlu_pro:2195::together/Qwen/Qwen3.5-397B-A17B::human_from_scratch,mmlu_pro::mmlu_pro:2195,mmlu_pro,mmlu_pro:2195,together/Qwen/Qwen3.5-397B-A17B,human_from_scratch,4,Any substance that can have a negative impact on fetal development is ___________.,-5.956524219684283,1.0277428819053576,0.25040267095525665
mmlu_pro::mmlu_pro:77::together/Qwen/Qwen3.5-397B-A17B::human_from_scratch,mmlu_pro::mmlu_pro:77,mmlu_pro,mmlu_pro:77,together/Qwen/Qwen3.5-397B-A17B,human_from_scratch,4,"Which type of research methods are designed to elicit responses to predetermined, standardized questions from many respondents?",-5.956524219684283,1.0277428819053576,0.25040267095525665
mmlu_pro::mmlu_pro:2353::together/Qwen/Qwen3.5-397B-A17B::human_from_scratch,mmlu_pro::mmlu_pro:2353,mmlu_pro,mmlu_pro:2353,together/Qwen/Qwen3.5-397B-A17B,human_from_scratch,4,A behavior that is elicited automatically by an environmental stimulus is called a(n),-5.956524219684283,1.0277428819053576,0.25040267095525665
mmlu_pro::mmlu_pro:2168::together/Qwen/Qwen3.5-397B-A17B::human_from_scratch,mmlu_pro::mmlu_pro:2168,mmlu_pro,mmlu_pro:2168,together/Qwen/Qwen3.5-397B-A17B,human_from_scratch,4,What part of Phineas Gage's brain was damaged by his accident while laying the railroad track?,-5.956524219684283,1.0277428819053576,0.25040267095525665
mmlu_pro::mmlu_pro:689::together/Qwen/Qwen3.5-397B-A17B::human_from_scratch,mmlu_pro::mmlu_pro:689,mmlu_pro,mmlu_pro:689,together/Qwen/Qwen3.5-397B-A17B,human_from_scratch,4,Which of the following is typically not a result of recognizing the importance of ethnic groups by marketers?,-5.956524219684283,1.0277428819053576,0.25040267095525665
