level,estimate,reference,stem_id,dataset,sample_id,question
arc_challenge::arc_challenge:MSA_2013_5_23,-5.636207332431405,False,arc_challenge::arc_challenge:MSA_2013_5_23,arc_challenge,arc_challenge:MSA_2013_5_23,Human activities affect the natural environment in many ways. Which action would have a positive effect on the natural environment?
arc_challenge::arc_challenge:Mercury_7221988,-5.636207332431405,False,arc_challenge::arc_challenge:Mercury_7221988,arc_challenge,arc_challenge:Mercury_7221988,Which of the following best describes the function of a resistor in an electrical circuit?
arc_challenge::arc_challenge:Mercury_7044328,-5.636207332431405,False,arc_challenge::arc_challenge:Mercury_7044328,arc_challenge,arc_challenge:Mercury_7044328,Which best explains what scientists are referring to when they use the term conservation?
arc_challenge::arc_challenge:Mercury_409295,-5.636207332431405,False,arc_challenge::arc_challenge:Mercury_409295,arc_challenge,arc_challenge:Mercury_409295,Robert is thinking about buying a new refrigerator. His old refrigerator runs at about 43% efficiency. Which most likely accounts for the remaining 57% of the energy?
arc_challenge::arc_challenge:Mercury_175840,-5.636207332431405,False,arc_challenge::arc_challenge:Mercury_175840,arc_challenge,arc_challenge:Mercury_175840,What is the main function of the cell wall in a plant cell?
arc_challenge::arc_challenge:Mercury_7216300,-5.636207332431405,False,arc_challenge::arc_challenge:Mercury_7216300,arc_challenge,arc_challenge:Mercury_7216300,Infectious diseases can be passed from organism to organism by all of the following except
arc_challenge::arc_challenge:Mercury_7218505,-5.636207332431405,False,arc_challenge::arc_challenge:Mercury_7218505,arc_challenge,arc_challenge:Mercury_7218505,An astronomer collects data from observations of a star. The astronomer thinks the data indicate that a large planet orbits the star. How should the astronomer report the findings to best support the scientific reliability of the data?
arc_challenge::arc_challenge:Mercury_7212678,-5.636207332431405,False,arc_challenge::arc_challenge:Mercury_7212678,arc_challenge,arc_challenge:Mercury_7212678,A bar magnet was moved quickly back and forth in a coil of copper wire. The ends of the wire were connected to a small lightbulb. Which of the following was the device created for?
arc_challenge::arc_challenge:LEAP_2005_8_10404,-5.636207332431405,False,arc_challenge::arc_challenge:LEAP_2005_8_10404,arc_challenge,arc_challenge:LEAP_2005_8_10404,The radiant energy that comes to Earth from the Sun is
arc_challenge::arc_challenge:Mercury_SC_LBS11009,-5.636207332431405,False,arc_challenge::arc_challenge:Mercury_SC_LBS11009,arc_challenge,arc_challenge:Mercury_SC_LBS11009,All of the following can be found on a food nutrition label except
arc_challenge::arc_challenge:Mercury_7201775,-5.636207332431405,False,arc_challenge::arc_challenge:Mercury_7201775,arc_challenge,arc_challenge:Mercury_7201775,Which component of the cell membrane functions to actively transport molecules into the cell?
arc_challenge::arc_challenge:Mercury_7214778,-5.636207332431405,False,arc_challenge::arc_challenge:Mercury_7214778,arc_challenge,arc_challenge:Mercury_7214778,Students design an investigation to study the effect of different surfaces on the speed of a ball rolling down a ramp. Which of these is the independent variable?
arc_challenge::arc_challenge:LEAP__7_10352,-5.636207332431405,False,arc_challenge::arc_challenge:LEAP__7_10352,arc_challenge,arc_challenge:LEAP__7_10352,A scientist discovers that a certain substance will be useful in treating nerve damage. What is the best way she can communicate her results to the scientific community?
arc_challenge::arc_challenge:LEAP__7_10348,-5.636207332431405,False,arc_challenge::arc_challenge:LEAP__7_10348,arc_challenge,arc_challenge:LEAP__7_10348,A scientist studied the number of eggs a species of bird lays each year. He found that the most common number of eggs laid in a year is three. Which statistical measurement did the scientist find?
arc_challenge::arc_challenge:Mercury_7016538,-5.636207332431405,False,arc_challenge::arc_challenge:Mercury_7016538,arc_challenge,arc_challenge:Mercury_7016538,"Food is digested to the molecular level, absorbed, and then carried to the cells. The dissolved waste molecules produced by the cells are removed primarily from the blood by the"
arc_challenge::arc_challenge:Mercury_SC_416167,-5.636207332431405,False,arc_challenge::arc_challenge:Mercury_SC_416167,arc_challenge,arc_challenge:Mercury_SC_416167,What is the largest organ in the human body?
arc_challenge::arc_challenge:AKDE&ED_2008_4_19,-5.636207332431405,False,arc_challenge::arc_challenge:AKDE&ED_2008_4_19,arc_challenge,arc_challenge:AKDE&ED_2008_4_19,Which statement describes a positive effect of a scientific discovery?
arc_challenge::arc_challenge:ACTAAP_2010_5_7,-5.636207332431405,False,arc_challenge::arc_challenge:ACTAAP_2010_5_7,arc_challenge,arc_challenge:ACTAAP_2010_5_7,"Heat was applied to a substance. First the substance expanded, and then it melted. Which state of matter did the substance start off as?"
arc_challenge::arc_challenge:ACTAAP_2009_5_12,-5.636207332431405,False,arc_challenge::arc_challenge:ACTAAP_2009_5_12,arc_challenge,arc_challenge:ACTAAP_2009_5_12,A student shines a flashlight on different colors of paper. Which color of paper will absorb the most light?
arc_challenge::arc_challenge:ACTAAP_2007_7_36,-5.636207332431405,False,arc_challenge::arc_challenge:ACTAAP_2007_7_36,arc_challenge,arc_challenge:ACTAAP_2007_7_36,Which is a renewable natural resource that can be replenished over a period of time?
