item_id,stem_id,dataset,sample_id,generator,setting,choice_count,question,difficulty,discrimination,guessing
arc_challenge::arc_challenge:Mercury_SC_401818::openai/gpt-5.2-2025-12-11::augment_human,arc_challenge::arc_challenge:Mercury_SC_401818,arc_challenge,arc_challenge:Mercury_SC_401818,openai/gpt-5.2-2025-12-11,augment_human,10,A student has recorded the speed of cars for a science experiment. What type of graph would give the most detail about cars traveling in a particular speed range?,3.0457228235545672,1.0173656812463825,0.07195746756794574
arc_challenge::arc_challenge:MCAS_2003_8_21::openai/gpt-5.2-2025-12-11::augment_human,arc_challenge::arc_challenge:MCAS_2003_8_21,arc_challenge,arc_challenge:MCAS_2003_8_21,openai/gpt-5.2-2025-12-11,augment_human,10,"In 1995, a private bus company in Washington, D.C., introduced a program to run all its tour buses with fuel obtained from soybeans. The buses are powered by",3.0449155191137676,1.0173865479212378,0.07195746756794574
arc_challenge::arc_challenge:Mercury_7235638::openai/gpt-5.2-2025-12-11::augment_human,arc_challenge::arc_challenge:Mercury_7235638,arc_challenge,arc_challenge:Mercury_7235638,openai/gpt-5.2-2025-12-11,augment_human,10,"Images from the Voyager and the Galileo spacecraft provide evidence Europa has a liquid ocean under a surface of ice that results in part from distinctive, surface-cracking patterns produced by which events?",3.044740882272036,1.0173815203184773,0.07195746756794574
arc_challenge::arc_challenge:Mercury_SC_401818::openai/gpt-5.2-2025-12-11::augment_model,arc_challenge::arc_challenge:Mercury_SC_401818,arc_challenge,arc_challenge:Mercury_SC_401818,openai/gpt-5.2-2025-12-11,augment_model,10,A student has recorded the speed of cars for a science experiment. What type of graph would give the most detail about cars traveling in a particular speed range?,3.0197648088487044,1.017969714578551,0.07195746756794574
arc_challenge::arc_challenge:Mercury_7139650::openai/gpt-5.2-2025-12-11::augment_human,arc_challenge::arc_challenge:Mercury_7139650,arc_challenge,arc_challenge:Mercury_7139650,openai/gpt-5.2-2025-12-11,augment_human,10,Some new cars use special braking systems to recover energy when the brakes are applied. This energy is stored in special batteries and is used to power the electric motor. What type of energy are the brakes storing as they slow down the car?,3.0192716269657067,1.016348191447166,0.1338947399185373
arc_challenge::arc_challenge:MCAS_2003_8_21::openai/gpt-5.2-2025-12-11::augment_model,arc_challenge::arc_challenge:MCAS_2003_8_21,arc_challenge,arc_challenge:MCAS_2003_8_21,openai/gpt-5.2-2025-12-11,augment_model,10,"In 1995, a private bus company in Washington, D.C., introduced a program to run all its tour buses with fuel obtained from soybeans. The buses are powered by",3.0189582205514833,1.017991267730531,0.07195746756794574
arc_challenge::arc_challenge:Mercury_7235638::openai/gpt-5.2-2025-12-11::augment_model,arc_challenge::arc_challenge:Mercury_7235638,arc_challenge,arc_challenge:Mercury_7235638,openai/gpt-5.2-2025-12-11,augment_model,10,"Images from the Voyager and the Galileo spacecraft provide evidence Europa has a liquid ocean under a surface of ice that results in part from distinctive, surface-cracking patterns produced by which events?",3.018782975064744,1.0179859462945704,0.07195746756794574
arc_challenge::arc_challenge:Mercury_7139650::openai/gpt-5.2-2025-12-11::augment_model,arc_challenge::arc_challenge:Mercury_7139650,arc_challenge,arc_challenge:Mercury_7139650,openai/gpt-5.2-2025-12-11,augment_model,10,Some new cars use special braking systems to recover energy when the brakes are applied. This energy is stored in special batteries and is used to power the electric motor. What type of energy are the brakes storing as they slow down the car?,2.9937586691866835,1.0185613245759857,0.07195746756794574
arc_challenge::arc_challenge:MCAS_2014_8_16::openai/gpt-5.2-2025-12-11::augment_human,arc_challenge::arc_challenge:MCAS_2014_8_16,arc_challenge,arc_challenge:MCAS_2014_8_16,openai/gpt-5.2-2025-12-11,augment_human,10,"Just before sunset, a student recorded the temperature of the air and the soil at the same location. The student found that the air and the soil had the same temperature. Which of the following statements describes how the air and soil temperatures most likely changed after sunset on that day?",2.913690816971132,1.020583964282711,0.07195746756794574
arc_challenge::arc_challenge:Mercury_SC_401818::google/gemini-3.1-pro-preview::augment_human,arc_challenge::arc_challenge:Mercury_SC_401818,arc_challenge,arc_challenge:Mercury_SC_401818,google/gemini-3.1-pro-preview,augment_human,10,A student has recorded the speed of cars for a science experiment. What type of graph would give the most detail about cars traveling in a particular speed range?,2.907398767533589,1.0192094362610375,0.13389475656119085
