item_id,dataset,sample_id,generator,setting,question,n_obs,outfit,infit
arc_challenge::arc_challenge:Mercury_401195::together/Qwen/Qwen3.5-397B-A17B::model_from_scratch,arc_challenge,arc_challenge:Mercury_401195,together/Qwen/Qwen3.5-397B-A17B,model_from_scratch,Which characteristic is a trait that is not passed from parent plants to their offspring?,5,4.56883714308673,1.7822271668531353
mmlu_pro::mmlu_pro:2406::together/Qwen/Qwen3.5-397B-A17B::augment_model,mmlu_pro,mmlu_pro:2406,together/Qwen/Qwen3.5-397B-A17B,augment_model,Turning up the volume on a music player changes which aspect of sound?,5,4.508508286588083,1.7501205775409687
arc_challenge::arc_challenge:Mercury_401195::openai/gpt-5.2-2025-12-11::model_from_scratch,arc_challenge,arc_challenge:Mercury_401195,openai/gpt-5.2-2025-12-11,model_from_scratch,Which characteristic is a trait that is not passed from parent plants to their offspring?,5,4.374018214600726,1.708901971860811
arc_challenge::arc_challenge:Mercury_7221078::openai/gpt-5.2-2025-12-11::augment_model,arc_challenge,arc_challenge:Mercury_7221078,openai/gpt-5.2-2025-12-11,augment_model,Scientists studying a group of young sage grouse discovered a large percentage were infected with blood parasites. How will these blood parasites most likely affect the young birds?,5,4.23208300046644,1.6406347024629286
mmlu_pro::mmlu_pro:1364::together/Qwen/Qwen3.5-397B-A17B::human_from_scratch,mmlu_pro,mmlu_pro:1364,together/Qwen/Qwen3.5-397B-A17B,human_from_scratch,"In 1998, a farmer, advancing in age, realizes that he is no longer able to farm his 1,000 acres and therefore decides to sell some of the farmland in parcels of 250 acres. The president of a development company is interested in purchasing three of the four parcels. The president buys the three parcels from the farmer and begins formulating plans for constructing single-family dwelling units on the land. The original deed between the farmer and the development company contains a provision expressly binding ""upon all subsequent grantees, their heirs, and assigns,"" stipulating that any further subdivisions by any such persons shall be restricted to minimum two-acre lots to be used for single- family dwelling units only. The development company immediately subdivided two of the parcels into lots of three, four, and five acres, and began construction of homes thereon. The original deed restrictions were enumerated within the special warranty deeds and were given to the purchasers of the homes in the new development, called phase 1. Two years later, the president sold the remaining parcel, which had not been included in the phase 1 subdivision plan, to a contractor. The contractor, in turn, drafted a subdivision plan for the last 250-acre parcel, dividing it into one-acre lots. The contractor then commenced construction of single-family dwelling units in the new development, to be known as phase 2. There was no mention of the restriction for two-acre minimum lots in the deeds to the purchasers of the new homes in phase 2. Meanwhile, after the farmer's death, his estate isrequired to sell the remaining 250-acre parcel of his farmland. The buyer is an investor, who proposes to construct a two-level shopping center and parking lot on the property. The area surrounding phase 1 and phase 2 was rezoned for commercial and industrial uses in 2010. The investor's shopping center has grown to include 150 stores. Now, one of the lot owners in phase 1 contracts to sell his property to two physicians who plan to start a suburban medical practice. In an action by the homeowners in phase 1 to prevent such commercial use by the physicians, the court will most likely hold that",5,4.033635487230461,1.6002891250721516
mmlu_pro::mmlu_pro:1364::google/gemini-3.1-pro-preview::human_from_scratch,mmlu_pro,mmlu_pro:1364,google/gemini-3.1-pro-preview,human_from_scratch,"In 1998, a farmer, advancing in age, realizes that he is no longer able to farm his 1,000 acres and therefore decides to sell some of the farmland in parcels of 250 acres. The president of a development company is interested in purchasing three of the four parcels. The president buys the three parcels from the farmer and begins formulating plans for constructing single-family dwelling units on the land. The original deed between the farmer and the development company contains a provision expressly binding ""upon all subsequent grantees, their heirs, and assigns,"" stipulating that any further subdivisions by any such persons shall be restricted to minimum two-acre lots to be used for single- family dwelling units only. The development company immediately subdivided two of the parcels into lots of three, four, and five acres, and began construction of homes thereon. The original deed restrictions were enumerated within the special warranty deeds and were given to the purchasers of the homes in the new development, called phase 1. Two years later, the president sold the remaining parcel, which had not been included in the phase 1 subdivision plan, to a contractor. The contractor, in turn, drafted a subdivision plan for the last 250-acre parcel, dividing it into one-acre lots. The contractor then commenced construction of single-family dwelling units in the new development, to be known as phase 2. There was no mention of the restriction for two-acre minimum lots in the deeds to the purchasers of the new homes in phase 2. Meanwhile, after the farmer's death, his estate isrequired to sell the remaining 250-acre parcel of his farmland. The buyer is an investor, who proposes to construct a two-level shopping center and parking lot on the property. The area surrounding phase 1 and phase 2 was rezoned for commercial and industrial uses in 2010. The investor's shopping center has grown to include 150 stores. Now, one of the lot owners in phase 1 contracts to sell his property to two physicians who plan to start a suburban medical practice. In an action by the homeowners in phase 1 to prevent such commercial use by the physicians, the court will most likely hold that",5,3.9491013292035597,1.5769086549935676
arc_challenge::arc_challenge:Mercury_7075040::together/Qwen/Qwen3.5-397B-A17B::model_from_scratch,arc_challenge,arc_challenge:Mercury_7075040,together/Qwen/Qwen3.5-397B-A17B,model_from_scratch,"Although the scientific method states that conclusions should be based on evidence, scientists do not always agree on the conclusions because",5,3.881668415214919,1.5577593728701762
arc_challenge::arc_challenge:Mercury_SC_401788::together/Qwen/Qwen3.5-397B-A17B::augment_ablation,arc_challenge,arc_challenge:Mercury_SC_401788,together/Qwen/Qwen3.5-397B-A17B,augment_ablation,Which step should be performed first in a scientific investigation?,5,3.8220736429484328,1.5171377042365706
arc_challenge::arc_challenge:Mercury_SC_401798::openai/gpt-5.2-2025-12-11::augment_human,arc_challenge,arc_challenge:Mercury_SC_401798,openai/gpt-5.2-2025-12-11,augment_human,Which situation would affect an organism's niche in a positive way?,5,3.750125815575836,1.5003715706036107
mmlu_pro::mmlu_pro:2027::together/Qwen/Qwen3.5-397B-A17B::augment_human,mmlu_pro,mmlu_pro:2027,together/Qwen/Qwen3.5-397B-A17B,augment_human,The part of the neuron that directs synthesis of neurotransmitters and proteins is the,5,3.6852170975294696,1.4864364336379858
