item_id,dataset,sample_id,generator,setting,question,n_obs,outfit,infit
mmlu_pro::mmlu_pro:2195::google/gemini-3.1-pro-preview::human_from_scratch,mmlu_pro,mmlu_pro:2195,google/gemini-3.1-pro-preview,human_from_scratch,Any substance that can have a negative impact on fetal development is ___________.,5,0.001982080746096922,0.003435527596111565
mmlu_pro::mmlu_pro:2084::google/gemini-3.1-pro-preview::human_from_scratch,mmlu_pro,mmlu_pro:2084,google/gemini-3.1-pro-preview,human_from_scratch,"According to Bronfenbrenner’s (1979) ecological model, the ______ consists of interactions between elements of the microsystem (e.g., between the family and the school).",5,0.001982080746096922,0.003435527596111565
mmlu_pro::mmlu_pro:2014::google/gemini-3.1-pro-preview::human_from_scratch,mmlu_pro,mmlu_pro:2014,google/gemini-3.1-pro-preview,human_from_scratch,"Which classical conditioning term best describes the following scenario: Later in his classical conditioning experiments, Ivan Pavlov's dogs began to salivate whenever they heard any sound similar to a bell, such as a doorbell or someone accidentally clinking a water glass.",5,0.001982080746096922,0.003435527596111565
mmlu_pro::mmlu_pro:2353::google/gemini-3.1-pro-preview::human_from_scratch,mmlu_pro,mmlu_pro:2353,google/gemini-3.1-pro-preview,human_from_scratch,A behavior that is elicited automatically by an environmental stimulus is called a(n),5,0.001982080746096922,0.003435527596111565
mmlu_pro::mmlu_pro:1491::together/Qwen/Qwen3.5-397B-A17B::model_from_scratch,mmlu_pro,mmlu_pro:1491,together/Qwen/Qwen3.5-397B-A17B,model_from_scratch,Which of these statements best describes the UK Constitution?,5,0.0017503332039265382,0.003030606398245767
mmlu_pro::mmlu_pro:77::together/Qwen/Qwen3.5-397B-A17B::model_from_scratch,mmlu_pro,mmlu_pro:77,together/Qwen/Qwen3.5-397B-A17B,model_from_scratch,"Which type of research methods are designed to elicit responses to predetermined, standardized questions from many respondents?",5,0.00175014145873244,0.0030302715630092995
mmlu_pro::mmlu_pro:2353::together/Qwen/Qwen3.5-397B-A17B::model_from_scratch,mmlu_pro,mmlu_pro:2353,together/Qwen/Qwen3.5-397B-A17B,model_from_scratch,A behavior that is elicited automatically by an environmental stimulus is called a(n),5,0.00175014145873244,0.0030302715630092995
mmlu_pro::mmlu_pro:2084::together/Qwen/Qwen3.5-397B-A17B::model_from_scratch,mmlu_pro,mmlu_pro:2084,together/Qwen/Qwen3.5-397B-A17B,model_from_scratch,"According to Bronfenbrenner’s (1979) ecological model, the ______ consists of interactions between elements of the microsystem (e.g., between the family and the school).",5,0.00175014145873244,0.0030302715630092995
mmlu_pro::mmlu_pro:2014::together/Qwen/Qwen3.5-397B-A17B::model_from_scratch,mmlu_pro,mmlu_pro:2014,together/Qwen/Qwen3.5-397B-A17B,model_from_scratch,"Which classical conditioning term best describes the following scenario: Later in his classical conditioning experiments, Ivan Pavlov's dogs began to salivate whenever they heard any sound similar to a bell, such as a doorbell or someone accidentally clinking a water glass.",5,0.00175014145873244,0.0030302715630092995
mmlu_pro::mmlu_pro:689::together/Qwen/Qwen3.5-397B-A17B::model_from_scratch,mmlu_pro,mmlu_pro:689,together/Qwen/Qwen3.5-397B-A17B,model_from_scratch,Which of the following is typically not a result of recognizing the importance of ethnic groups by marketers?,5,0.00175014145873244,0.0030302715630092995
mmlu_pro::mmlu_pro:2168::together/Qwen/Qwen3.5-397B-A17B::model_from_scratch,mmlu_pro,mmlu_pro:2168,together/Qwen/Qwen3.5-397B-A17B,model_from_scratch,What part of Phineas Gage's brain was damaged by his accident while laying the railroad track?,5,0.00175014145873244,0.0030302715630092995
mmlu_pro::mmlu_pro:2195::together/Qwen/Qwen3.5-397B-A17B::model_from_scratch,mmlu_pro,mmlu_pro:2195,together/Qwen/Qwen3.5-397B-A17B,model_from_scratch,Any substance that can have a negative impact on fetal development is ___________.,5,0.00175014145873244,0.0030302715630092995
mmlu_pro::mmlu_pro:1491::together/Qwen/Qwen3.5-397B-A17B::human_from_scratch,mmlu_pro,mmlu_pro:1491,together/Qwen/Qwen3.5-397B-A17B,human_from_scratch,Which of these statements best describes the UK Constitution?,5,0.0017300632304078673,0.002995232158787707
mmlu_pro::mmlu_pro:2353::together/Qwen/Qwen3.5-397B-A17B::human_from_scratch,mmlu_pro,mmlu_pro:2353,together/Qwen/Qwen3.5-397B-A17B,human_from_scratch,A behavior that is elicited automatically by an environmental stimulus is called a(n),5,0.0017298726061638267,0.00299489932567464
mmlu_pro::mmlu_pro:2084::together/Qwen/Qwen3.5-397B-A17B::human_from_scratch,mmlu_pro,mmlu_pro:2084,together/Qwen/Qwen3.5-397B-A17B,human_from_scratch,"According to Bronfenbrenner’s (1979) ecological model, the ______ consists of interactions between elements of the microsystem (e.g., between the family and the school).",5,0.0017298726061638267,0.00299489932567464
mmlu_pro::mmlu_pro:2168::together/Qwen/Qwen3.5-397B-A17B::human_from_scratch,mmlu_pro,mmlu_pro:2168,together/Qwen/Qwen3.5-397B-A17B,human_from_scratch,What part of Phineas Gage's brain was damaged by his accident while laying the railroad track?,5,0.0017298726061638267,0.00299489932567464
mmlu_pro::mmlu_pro:689::together/Qwen/Qwen3.5-397B-A17B::human_from_scratch,mmlu_pro,mmlu_pro:689,together/Qwen/Qwen3.5-397B-A17B,human_from_scratch,Which of the following is typically not a result of recognizing the importance of ethnic groups by marketers?,5,0.0017298726061638267,0.00299489932567464
mmlu_pro::mmlu_pro:2195::together/Qwen/Qwen3.5-397B-A17B::human_from_scratch,mmlu_pro,mmlu_pro:2195,together/Qwen/Qwen3.5-397B-A17B,human_from_scratch,Any substance that can have a negative impact on fetal development is ___________.,5,0.0017298726061638267,0.00299489932567464
mmlu_pro::mmlu_pro:2014::together/Qwen/Qwen3.5-397B-A17B::human_from_scratch,mmlu_pro,mmlu_pro:2014,together/Qwen/Qwen3.5-397B-A17B,human_from_scratch,"Which classical conditioning term best describes the following scenario: Later in his classical conditioning experiments, Ivan Pavlov's dogs began to salivate whenever they heard any sound similar to a bell, such as a doorbell or someone accidentally clinking a water glass.",5,0.0017298726061638267,0.00299489932567464
mmlu_pro::mmlu_pro:77::together/Qwen/Qwen3.5-397B-A17B::human_from_scratch,mmlu_pro,mmlu_pro:77,together/Qwen/Qwen3.5-397B-A17B,human_from_scratch,"Which type of research methods are designed to elicit responses to predetermined, standardized questions from many respondents?",5,0.0017298726061638267,0.00299489932567464
