dataset,label,setting,source,generator,n_items,difficulty,difficulty_se,discrimination,discrimination_se,mean_flaws,mean_flaws_se,validity_available
arc_challenge,GPT Augment Human,augment_human,Augment Human,openai/gpt-5.2-2025-12-11,995,-1.6401655145765244,0.04788742323080783,1.2112870755491754,0.009745929002267931,2.9316582914572864,0.052877454173043806,True
arc_challenge,Gemini Augment Human,augment_human,Augment Human,google/gemini-3.1-pro-preview,995,-2.0735201863951263,0.045101662607005065,1.2454147140281915,0.00884790647795962,2.093467336683417,0.045285813088431076,True
arc_challenge,Qwen Augment Human,augment_human,Augment Human,together/Qwen/Qwen3.5-397B-A17B,995,-2.0095041354135352,0.047603963098095836,1.2203007086392788,0.009078918526140843,2.279396984924623,0.04619236633835751,True
arc_challenge,GPT Augment Model,augment_model,Augment Model,openai/gpt-5.2-2025-12-11,995,-1.677908028937044,0.04899875450767436,1.2352426470016815,0.009407804386772842,3.1085427135678394,0.053965030247239074,True
arc_challenge,Gemini Augment Model,augment_model,Augment Model,google/gemini-3.1-pro-preview,995,-2.048870109773426,0.04528784626603823,1.2448471350604533,0.008823874972212197,2.1055276381909547,0.046990881305705806,True
arc_challenge,Qwen Augment Model,augment_model,Augment Model,together/Qwen/Qwen3.5-397B-A17B,995,-2.020819643388097,0.04782634272193245,1.2231055434385647,0.00901085596475164,2.2542713567839194,0.04663179037552986,True
arc_challenge,GPT Augment Ablation,augment_ablation,Ablation,openai/gpt-5.2-2025-12-11,995,-1.9887303555993723,0.048026165394623455,1.2207423003687896,0.009117828950738318,3.078391959798995,0.05498225410639786,True
arc_challenge,Gemini Augment Ablation,augment_ablation,Ablation,google/gemini-3.1-pro-preview,995,-2.1713092575097384,0.045770253446586695,1.2437257579861298,0.008931360073717698,2.164824120603015,0.04738779495124831,True
arc_challenge,Qwen Augment Ablation,augment_ablation,Ablation,together/Qwen/Qwen3.5-397B-A17B,995,-2.159049764088731,0.04786674490666598,1.200052314545364,0.009352368556818445,2.238190954773869,0.04785045855527956,True
mmlu_pro,GPT Augment Human,augment_human,Augment Human,openai/gpt-5.2-2025-12-11,954,0.06022142709290307,0.05306181470757049,1.2019650721241872,0.008833095371840688,3.805835010060362,0.05764182639830427,True
mmlu_pro,Gemini Augment Human,augment_human,Augment Human,google/gemini-3.1-pro-preview,954,-0.17918970704476675,0.0532241223169417,1.180272568385583,0.00951514975557228,3.614688128772636,0.06621356726347065,True
mmlu_pro,Qwen Augment Human,augment_human,Augment Human,together/Qwen/Qwen3.5-397B-A17B,954,-0.26519238337903556,0.05310604565630593,1.1897761102217148,0.009485698424264903,3.6639839034205233,0.06418057747017943,True
mmlu_pro,GPT Augment Model,augment_model,Augment Model,openai/gpt-5.2-2025-12-11,954,0.020196544199375076,0.05305328718746407,1.1957021292216299,0.009139994261316385,3.5925553319919517,0.055313936905051674,True
mmlu_pro,Gemini Augment Model,augment_model,Augment Model,google/gemini-3.1-pro-preview,954,-0.21854939569808912,0.05373973238463089,1.187193398244723,0.009608944912244278,3.1780684104627768,0.05939012698137317,True
mmlu_pro,Qwen Augment Model,augment_model,Augment Model,together/Qwen/Qwen3.5-397B-A17B,954,-0.37718459105220364,0.05409439624321226,1.1678156826115573,0.009448030473655526,3.4466800804828974,0.06443189254300802,True
mmlu_pro,GPT Augment Ablation,augment_ablation,Ablation,openai/gpt-5.2-2025-12-11,954,-0.2300489392856023,0.05413532023511978,1.1958884332489568,0.009234351690082224,3.5492957746478875,0.05542463403956084,True
mmlu_pro,Gemini Augment Ablation,augment_ablation,Ablation,google/gemini-3.1-pro-preview,954,-0.33435272010942896,0.05353760777278069,1.1802799730669917,0.009579195631290062,3.2857142857142856,0.06179267860729741,True
mmlu_pro,Qwen Augment Ablation,augment_ablation,Ablation,together/Qwen/Qwen3.5-397B-A17B,954,-0.4804970078585933,0.05284410202548551,1.1651771807711153,0.009892757388225617,3.4788732394366195,0.06513860314361733,True
gpqa,GPT Augment Human,augment_human,Augment Human,openai/gpt-5.2-2025-12-11,415,0.5813113013161701,0.07242096797794623,1.1460998341647435,0.012810539957235915,3.377880184331797,0.08856538239569468,True
gpqa,Gemini Augment Human,augment_human,Augment Human,google/gemini-3.1-pro-preview,415,0.4776603836685082,0.07125838351194107,1.1661522805485873,0.013413144604830137,3.2903225806451615,0.09021411187626803,True
gpqa,Qwen Augment Human,augment_human,Augment Human,together/Qwen/Qwen3.5-397B-A17B,415,0.3632200745746662,0.071959100255227,1.175831966271086,0.013279218808206724,3.0668202764976957,0.09276294998322437,True
gpqa,GPT Augment Model,augment_model,Augment Model,openai/gpt-5.2-2025-12-11,415,0.5330016939403984,0.07239422277221164,1.1555255049793642,0.01253089025977988,3.421658986175115,0.0816829896538356,True
gpqa,Gemini Augment Model,augment_model,Augment Model,google/gemini-3.1-pro-preview,415,0.42652637956313644,0.0715954376954882,1.1563331105599903,0.01331287667928953,2.986175115207373,0.08587758164522051,True
gpqa,Qwen Augment Model,augment_model,Augment Model,together/Qwen/Qwen3.5-397B-A17B,415,0.22318188496793628,0.07428000117078225,1.155158586434881,0.013192946907241645,2.9331797235023043,0.08799377875069313,True
gpqa,GPT Augment Ablation,augment_ablation,Ablation,openai/gpt-5.2-2025-12-11,415,0.31100498431648227,0.07405879098497899,1.1414073718968785,0.01406684755700391,3.4953917050691246,0.08464725510241725,True
gpqa,Gemini Augment Ablation,augment_ablation,Ablation,google/gemini-3.1-pro-preview,415,0.24729863010467867,0.0721735588158547,1.162025896767565,0.014673538136382116,3.1313364055299537,0.08480499508841186,True
gpqa,Qwen Augment Ablation,augment_ablation,Ablation,together/Qwen/Qwen3.5-397B-A17B,415,0.05347166339755303,0.07380258346109818,1.1258358605742236,0.014748157098732735,3.1175115207373274,0.09235892824600932,True
