item_id,dataset,sample_id,generator,setting,question,n_obs,outfit,infit
arc_challenge::arc_challenge:Mercury_7090790::openai/gpt-5.2-2025-12-11::model_from_scratch,arc_challenge,arc_challenge:Mercury_7090790,openai/gpt-5.2-2025-12-11,model_from_scratch,Which of these factors causes water to evaporate the fastest?,5,3.8250784454798286,1.9675752326256968
arc_challenge::arc_challenge:Mercury_405873::together/Qwen/Qwen3.5-397B-A17B::model_from_scratch,arc_challenge,arc_challenge:Mercury_405873,together/Qwen/Qwen3.5-397B-A17B,model_from_scratch,Which statement best describes how the Internet has helped improve life for many people?,5,3.5848543250908604,1.8274145154658026
arc_challenge::arc_challenge:Mercury_SC_401372::google/gemini-3.1-pro-preview::augment_ablation,arc_challenge,arc_challenge:Mercury_SC_401372,google/gemini-3.1-pro-preview,augment_ablation,Adaptive characteristics that help dolphins survive life in the ocean include all of these except,5,3.5196308780810015,1.7956691990220448
arc_challenge::arc_challenge:ACTAAP_2009_5_8::openai/gpt-5.2-2025-12-11::model_from_scratch,arc_challenge,arc_challenge:ACTAAP_2009_5_8,openai/gpt-5.2-2025-12-11,model_from_scratch,What cell part is found in plant cells but not in animal cells?,5,3.4834860958918044,1.7726556720670998
arc_challenge::arc_challenge:Mercury_SC_402057::google/gemini-3.1-pro-preview::human_from_scratch,arc_challenge,arc_challenge:Mercury_SC_402057,google/gemini-3.1-pro-preview,human_from_scratch,"If the weather patterns change and stay colder, what is one way a mammal most likely will adapt to this change?",5,3.3913047592998895,1.725579156980779
mmlu_pro::mmlu_pro:2021::openai/gpt-5.2-2025-12-11::model_from_scratch,mmlu_pro,mmlu_pro:2021,openai/gpt-5.2-2025-12-11,model_from_scratch,"Ryan suffers from nearly constant, low-level arousal of his autonomic nervous system. Ryan is most likely to be classified as suffering from",5,3.3454524999201802,1.7018860472143176
arc_challenge::arc_challenge:Mercury_7221078::openai/gpt-5.2-2025-12-11::augment_model,arc_challenge,arc_challenge:Mercury_7221078,openai/gpt-5.2-2025-12-11,augment_model,Scientists studying a group of young sage grouse discovered a large percentage were infected with blood parasites. How will these blood parasites most likely affect the young birds?,5,3.308582879187493,1.6782695000814376
arc_challenge::arc_challenge:Mercury_SC_402057::openai/gpt-5.2-2025-12-11::human_from_scratch,arc_challenge,arc_challenge:Mercury_SC_402057,openai/gpt-5.2-2025-12-11,human_from_scratch,"If the weather patterns change and stay colder, what is one way a mammal most likely will adapt to this change?",5,3.2721300386188354,1.6673501508708146
arc_challenge::arc_challenge:Mercury_176855::openai/gpt-5.2-2025-12-11::model_from_scratch,arc_challenge,arc_challenge:Mercury_176855,openai/gpt-5.2-2025-12-11,model_from_scratch,Which of these is produced during photosynthesis?,5,3.2469210344155117,1.6555944946624246
gpqa::gpqa:rec47oNPXudlTIk4y::together/Qwen/Qwen3.5-397B-A17B::human_from_scratch,gpqa,gpqa:rec47oNPXudlTIk4y,together/Qwen/Qwen3.5-397B-A17B,human_from_scratch,"In an industrial research lab, a scientist performs ethylene polymerization with a homogeneous organometallic catalyst system, generating a polymer of high density. He intends to add a second catalyst system to introduce regular branches in the polymer backbone, also only using ethylene as the reactant. He consults a senior scientist, who gives the following statements. “Such combined systems are already implemented on an industrial scale in the US. One can use a catalyst of a group VIa transition metal in combination with specific activators. Aluminum-based activators do not work for the essential additional reaction step. Certain noble metal catalysts can be used but are too expensive.”
Which of these four statements is correct regarding the formation of a polymer with regular branches using only ethylene as the monomer and a dual catalyst system?",5,3.1169725841531624,1.596805017056683
