level,estimate,reference,stem_id,dataset,sample_id,question
mmlu_pro::mmlu_pro:1860,3.050625239183849,False,mmlu_pro::mmlu_pro:1860,mmlu_pro,mmlu_pro:1860,"A vacationer, on a winter ski holiday, visited a ski lift in a private park. The ski lift company had installed and operated the lift pursuant to a concession agreement with the owner of the private park. Visitors gained entry to the park on payment of a $5 fee, which entitled them to go ice skating, tobogganing, or sledding. A ski lift ticket cost an additional $7 per day. At the top of the ski lift, there was a platform for embarking and disembarking passengers. The ski lift company paid the owner a stipulated rental plus 15 percent of the net proceeds from the lift. Two employees of the company operated the lift, one from a station at the bottom and the other from a station at the top of the hill. When the vacationer boarded the ski lift, it was late afternoon and most of the skiers had left. He was the sole passenger on the lift. Meanwhile, the employee at the top had left his post to go to the bathroom, asking his friend to keep watch on the lift and to stop it to allow any passengers to disembark. The friend consented, and the employee showed him how to use the control switch. When the vacationer approached the top, the employee was still away. Instead of stopping the lift to permit the vacationer to get off, the friend allowed the lift to keep moving. The vacationer was carried past the platform, and he was swung violently from side to side as the ski lift started downward. When the employee returned and sized up the situation, he threw the switch, stopping the lift. The vacationer, severely bruised and badly frightened, jumped off the ski lift and completed his descent by foot. In a personal injury action by the vacationer against the owner of the private park, the vacationer will rely on the concept of"
mmlu_pro::mmlu_pro:2383,3.050625239183849,False,mmlu_pro::mmlu_pro:2383,mmlu_pro,mmlu_pro:2383,The primary purpose of a(n) ____________ is to obtain detailed information about job requirements in order to facilitate decisions related to compensation.
mmlu_pro::mmlu_pro:906,3.050625239183849,False,mmlu_pro::mmlu_pro:906,mmlu_pro,mmlu_pro:906,"Two men were told by the defendant that a medical devices company was now using the old warehouse on the river for storing its supply of defibrillators. Late one night, the two men broke into the warehouse and proceeded to load the large crates of defibrillators onto their truck. As they were leaving, one of the men inadvertently threw his cigarette butt into a refuse pile of old cardboard boxes and papers. Soon afterward, the refuse ignited into a small fire. Although the men had time to douse the fire without any danger to themselves, they did not do so. Instead, they fled. Meanwhile, the fire quickly spread, engulfing the entire warehouse in flames. If the defendant is later charged as a co-conspirator, in all likelihood he would be held responsible as"
mmlu_pro::mmlu_pro:1222,3.050625239183849,False,mmlu_pro::mmlu_pro:1222,mmlu_pro,mmlu_pro:1222,"In June a computer retailer ordered 100 computers, with various configurations, from a manufacturer, to be delivered by August 1. The order form expressly limited acceptance to the terms of the offer. In July the manufacturer sent a confirmation agreeing to the terms and specifications, but stating that ""shipment will be made in two deliveries, half by August 10 and the other half by August 20."" When shipment was not made by August 1, the retailer withdrew the order. Will the manufacturer prevail in enforcing a contract?"
mmlu_pro::mmlu_pro:1307,3.050625239183849,False,mmlu_pro::mmlu_pro:1307,mmlu_pro,mmlu_pro:1307,"A defendant was booked on a commercial airline flight. When the defendant arrived at the airport, two undercover police narcotics agents observed him. His appearance and actions led the police to believe that he fit the description of a predetermined profile of a drug courier. The officers approached the defendant and told him they wanted to detain him for questioning. The defendant asked what for, and the police explained that they were narcotics agents assigned to the airport and that he fit the profile of a drug courier. They then asked the defendant to hand over his overnight bag. The defendant refused. The officers then explained that he wouldn't be permitted to board the plane unless they inspected the contents of his bag. The defendant told the officers that he changed his mind and decided not to fly today after all. The officers still requested that the defendant turn his overnight bag over to them. The defendant did so, and then he was given permission to leave the airport. The next day, the police had a dog sniff the defendant's bag for narcotics. The results of this search gave police suspicion to believe that the bag contained narcotics. They opened the defendant's bag and found heroin inside. The defendant was subsequently arrested and charged with unlawful possession of narcotics. At trial, the defendant's attorney moves to prevent introduction of the heroin into evidence. This motion will most likely be"
mmlu_pro::mmlu_pro:1574,3.050625239183849,False,mmlu_pro::mmlu_pro:1574,mmlu_pro,mmlu_pro:1574,“Natural law is based on the nature of man and on his inward need of living in society.” Who said it?
mmlu_pro::mmlu_pro:2175,3.050625239183849,False,mmlu_pro::mmlu_pro:2175,mmlu_pro,mmlu_pro:2175,"Lucille suffered a stroke last week and cannot recognize her children or grandchildren by looking at them. Of the following structures, her brain lesion is most likely in the"
mmlu_pro::mmlu_pro:2207,3.050625239183849,False,mmlu_pro::mmlu_pro:2207,mmlu_pro,mmlu_pro:2207,"An employee is receiving counseling from a psychologist through his company's employee assistance program. In this situation, the psychologist can let the employee's supervisor know that the employee is receiving treatment:"
mmlu_pro::mmlu_pro:1132,3.050625239183849,False,mmlu_pro::mmlu_pro:1132,mmlu_pro,mmlu_pro:1132,There was an accident at a manufacturing plant located in California which state generally allows prevailing parties to collect punitive damages. A worker from Washington was injured at the California plant and she filed suit in federal district court in her home state of Washington. Washington does not generally allow punitive damages. The plaintiff has alleged in their federal lawsuit filed in Washington that they are entitled to punitive damages. The court should
mmlu_pro::mmlu_pro:626,3.0478397626458404,False,mmlu_pro::mmlu_pro:626,mmlu_pro,mmlu_pro:626,"_________ enable different types of uncertainty to be lowered in several ways (Fill and McKee, 2012). These include reducing the complexity, increasing value and competitive advantage, routinization, and providing specialization."
