level,estimate,reference,stem_id,dataset,sample_id,question
arc_challenge::arc_challenge:Mercury_7212678,-4.875766646511526,False,arc_challenge::arc_challenge:Mercury_7212678,arc_challenge,arc_challenge:Mercury_7212678,A bar magnet was moved quickly back and forth in a coil of copper wire. The ends of the wire were connected to a small lightbulb. Which of the following was the device created for?
arc_challenge::arc_challenge:Mercury_7216300,-4.875766646511526,False,arc_challenge::arc_challenge:Mercury_7216300,arc_challenge,arc_challenge:Mercury_7216300,Infectious diseases can be passed from organism to organism by all of the following except
arc_challenge::arc_challenge:TIMSS_2007_4_pg19,-4.875766646511526,False,arc_challenge::arc_challenge:TIMSS_2007_4_pg19,arc_challenge,arc_challenge:TIMSS_2007_4_pg19,Some people have straight hair and some have curly hair. What decides whether a person will be born with curly hair or straight hair?
arc_challenge::arc_challenge:TIMSS_2003_8_pg94,-4.875766646511526,False,arc_challenge::arc_challenge:TIMSS_2003_8_pg94,arc_challenge,arc_challenge:TIMSS_2003_8_pg94,The Sun is an example of which of the following?
arc_challenge::arc_challenge:Mercury_409295,-4.875766646511526,False,arc_challenge::arc_challenge:Mercury_409295,arc_challenge,arc_challenge:Mercury_409295,Robert is thinking about buying a new refrigerator. His old refrigerator runs at about 43% efficiency. Which most likely accounts for the remaining 57% of the energy?
arc_challenge::arc_challenge:Mercury_SC_413299,-4.875766646511526,False,arc_challenge::arc_challenge:Mercury_SC_413299,arc_challenge,arc_challenge:Mercury_SC_413299,Which alternative energy resource is produced from plants?
arc_challenge::arc_challenge:Mercury_405804,-4.875766646511526,False,arc_challenge::arc_challenge:Mercury_405804,arc_challenge,arc_challenge:Mercury_405804,Which resource is renewable?
arc_challenge::arc_challenge:Mercury_SC_400133,-4.875766646511526,False,arc_challenge::arc_challenge:Mercury_SC_400133,arc_challenge,arc_challenge:Mercury_SC_400133,Which type of drinking container best conserves natural resources?
arc_challenge::arc_challenge:MCAS_2003_8_11,-4.875766646511526,False,arc_challenge::arc_challenge:MCAS_2003_8_11,arc_challenge,arc_challenge:MCAS_2003_8_11,Copper is an element that is used in electrical wires. What is the smallest unit of copper that still maintains the characteristics of copper?
arc_challenge::arc_challenge:Mercury_7221988,-4.875766646511526,False,arc_challenge::arc_challenge:Mercury_7221988,arc_challenge,arc_challenge:Mercury_7221988,Which of the following best describes the function of a resistor in an electrical circuit?
arc_challenge::arc_challenge:Mercury_LBS10131,-4.875766646511526,False,arc_challenge::arc_challenge:Mercury_LBS10131,arc_challenge,arc_challenge:Mercury_LBS10131,"A pot is touching the flame of a gas stove, and the substance in the pot is heating up due to the contact. This is an example of which type of energy transfer?"
arc_challenge::arc_challenge:Mercury_7283430,-4.875766646511526,False,arc_challenge::arc_challenge:Mercury_7283430,arc_challenge,arc_challenge:Mercury_7283430,"In organisms, macromolecules are made up of subunits. Which of these pairs correctly describes how a macromolecule is constructed?"
arc_challenge::arc_challenge:Mercury_SC_416167,-4.875766646511526,False,arc_challenge::arc_challenge:Mercury_SC_416167,arc_challenge,arc_challenge:Mercury_SC_416167,What is the largest organ in the human body?
arc_challenge::arc_challenge:Mercury_405136,-4.875766646511526,False,arc_challenge::arc_challenge:Mercury_405136,arc_challenge,arc_challenge:Mercury_405136,Which statement is true about rocks?
arc_challenge::arc_challenge:Mercury_SC_414274,-4.875766646511526,False,arc_challenge::arc_challenge:Mercury_SC_414274,arc_challenge,arc_challenge:Mercury_SC_414274,Which statement correctly describes a physical characteristic of the Moon?
arc_challenge::arc_challenge:Mercury_SC_414339,-4.875766646511526,False,arc_challenge::arc_challenge:Mercury_SC_414339,arc_challenge,arc_challenge:Mercury_SC_414339,Which change can occur when you add heat energy to water?
arc_challenge::arc_challenge:ACTAAP_2009_5_12,-4.875766646511526,False,arc_challenge::arc_challenge:ACTAAP_2009_5_12,arc_challenge,arc_challenge:ACTAAP_2009_5_12,A student shines a flashlight on different colors of paper. Which color of paper will absorb the most light?
arc_challenge::arc_challenge:LEAP_2005_8_10404,-4.875766646511526,False,arc_challenge::arc_challenge:LEAP_2005_8_10404,arc_challenge,arc_challenge:LEAP_2005_8_10404,The radiant energy that comes to Earth from the Sun is
arc_challenge::arc_challenge:Mercury_SC_400032,-4.875766646511526,False,arc_challenge::arc_challenge:Mercury_SC_400032,arc_challenge,arc_challenge:Mercury_SC_400032,Which process takes place when liquid water changes into water vapor?
arc_challenge::arc_challenge:ACTAAP_2007_7_36,-4.875766646511526,False,arc_challenge::arc_challenge:ACTAAP_2007_7_36,arc_challenge,arc_challenge:ACTAAP_2007_7_36,Which is a renewable natural resource that can be replenished over a period of time?
