level,estimate,reference,stem_id,dataset,sample_id,question
mmlu_pro::mmlu_pro:906,4.082271935501903,False,mmlu_pro::mmlu_pro:906,mmlu_pro,mmlu_pro:906,"Two men were told by the defendant that a medical devices company was now using the old warehouse on the river for storing its supply of defibrillators. Late one night, the two men broke into the warehouse and proceeded to load the large crates of defibrillators onto their truck. As they were leaving, one of the men inadvertently threw his cigarette butt into a refuse pile of old cardboard boxes and papers. Soon afterward, the refuse ignited into a small fire. Although the men had time to douse the fire without any danger to themselves, they did not do so. Instead, they fled. Meanwhile, the fire quickly spread, engulfing the entire warehouse in flames. If the defendant is later charged as a co-conspirator, in all likelihood he would be held responsible as"
mmlu_pro::mmlu_pro:125,4.077139430818213,False,mmlu_pro::mmlu_pro:125,mmlu_pro,mmlu_pro:125,"The ________ perspective on sustainability resulted from growth models that analysed the carrying capacity of the planet, overall concluding that the finite capacity of the earth and_______, ________ and _______ by current and past generations could reduce quality of life for future generations. This contrasts with the environmental perspective with focuses on the need to maintain and preserve the natural environment."
mmlu_pro::mmlu_pro:763,4.065485209754804,False,mmlu_pro::mmlu_pro:763,mmlu_pro,mmlu_pro:763,What are the key characteristics of transactional leaders?
mmlu_pro::mmlu_pro:828,4.063989937073257,False,mmlu_pro::mmlu_pro:828,mmlu_pro,mmlu_pro:828,This approach has been used to convey particular information and help educate large target audiences through television and radio programmes. This approach is referred to as:
mmlu_pro::mmlu_pro:913,4.059349985582454,False,mmlu_pro::mmlu_pro:913,mmlu_pro,mmlu_pro:913,"Because of a sudden and unanticipated severe shortage of heating fuel, the President has ordered all offices of federal executive agencies to be open only four days per week. The President's order allows an exception to the extent that emergency circumstances require different hours of operation (as in the case of federal hospitals). When Congress enacted the appropriations statute for operating all federal executive agencies, its members assumed that the offices of those agencies would be open five days per week, but Congress did not include such a requirement in its appropriations statute or in any other statute. Is the President's order constitutional?"
mmlu_pro::mmlu_pro:951,4.018899710335834,False,mmlu_pro::mmlu_pro:951,mmlu_pro,mmlu_pro:951,"A man was visiting his friend at the friend's cabin. The man decided to surprise the friend with some fireworks, so he purchased some fireworks and hid them under his friend's chair on the friend's porch. That evening, the friend went outside to smoke and dropped his unfinished cigarette next to his chair on the porch. The cigarette ignited the fireworks, and the fireworks immediately exploded, causing extensive damage to the friend and to his cabin. The man was arrested and is being prosecuted for arson. Will the man be found guilty of arson?"
mmlu_pro::mmlu_pro:2175,3.988486202988962,False,mmlu_pro::mmlu_pro:2175,mmlu_pro,mmlu_pro:2175,"Lucille suffered a stroke last week and cannot recognize her children or grandchildren by looking at them. Of the following structures, her brain lesion is most likely in the"
mmlu_pro::mmlu_pro:1222,3.9871471703628543,False,mmlu_pro::mmlu_pro:1222,mmlu_pro,mmlu_pro:1222,"In June a computer retailer ordered 100 computers, with various configurations, from a manufacturer, to be delivered by August 1. The order form expressly limited acceptance to the terms of the offer. In July the manufacturer sent a confirmation agreeing to the terms and specifications, but stating that ""shipment will be made in two deliveries, half by August 10 and the other half by August 20."" When shipment was not made by August 1, the retailer withdrew the order. Will the manufacturer prevail in enforcing a contract?"
mmlu_pro::mmlu_pro:2383,3.986756930120894,False,mmlu_pro::mmlu_pro:2383,mmlu_pro,mmlu_pro:2383,The primary purpose of a(n) ____________ is to obtain detailed information about job requirements in order to facilitate decisions related to compensation.
mmlu_pro::mmlu_pro:1574,3.9846560517953984,False,mmlu_pro::mmlu_pro:1574,mmlu_pro,mmlu_pro:1574,“Natural law is based on the nature of man and on his inward need of living in society.” Who said it?
