item_id,dataset,sample_id,generator,setting,question,n_obs,outfit,infit
arc_challenge::arc_challenge:Mercury_401195::together/Qwen/Qwen3.5-397B-A17B::model_from_scratch,arc_challenge,arc_challenge:Mercury_401195,together/Qwen/Qwen3.5-397B-A17B,model_from_scratch,Which characteristic is a trait that is not passed from parent plants to their offspring?,14,4.529003237146079,0.9322936388750734
mmlu_pro::mmlu_pro:2394::openai/gpt-5.2-2025-12-11::human_from_scratch,mmlu_pro,mmlu_pro:2394,openai/gpt-5.2-2025-12-11,human_from_scratch,Form A of a standardized personality test was given in the fall and again in the spring co the same group of people. The reliability estimate that resulted from this research is referred to as,14,4.293360551343603,0.8790461426428108
arc_challenge::arc_challenge:MCAS_2011_8_17694::google/gemini-3.1-pro-preview::augment_ablation,arc_challenge,arc_challenge:MCAS_2011_8_17694,google/gemini-3.1-pro-preview,augment_ablation,Which of the following best describes the function of an encoder in a telephone communication system?,14,3.8883073513797,0.8820240536617961
gpqa::gpqa:recsibPli53Ona88K::together/Qwen/Qwen3.5-397B-A17B::augment_ablation,gpqa,gpqa:recsibPli53Ona88K,together/Qwen/Qwen3.5-397B-A17B,augment_ablation,"A 35-year-old woman presents with a painless lump in her right breast. She has a family history of breast cancer; with her mother and sister both being diagnosed with the disease at an early age. She has never undergone breast imaging. On physical examination, a firm, non-tender, mobile mass measuring 2 cm in diameter is palpated in the upper outer quadrant of the right breast. There are no other abnormalities. Considering the patient's clinical presentation and the need for a comprehensive diagnostic approach, which of the following highly specialized and advanced diagnostic modalities should be performed next to ascertain an accurate diagnosis, presenting a challenging yet valuable clinical puzzle for the medical professionals involved?",14,3.6558149892283356,0.8016054352787073
mmlu_pro::mmlu_pro:1144::openai/gpt-5.2-2025-12-11::augment_ablation,mmlu_pro,mmlu_pro:1144,openai/gpt-5.2-2025-12-11,augment_ablation,"A defendant wished to see his high school basketball team win the state championship. During an important game, the defendant pulled out a gun and shot at the leg of a key player on the opposing team. The defendant intended only to inflict a slight wound so that the opposing player would be unable to complete the game. When the defendant fired the shot, he unintentionally hit a player on his own high school team in the chest, killing him instantly. What is the most serious crime that the defendant can be convicted of?",14,3.5807456661506807,0.8406849028132233
arc_challenge::arc_challenge:WASL_2004_8_17::together/Qwen/Qwen3.5-397B-A17B::human_from_scratch,arc_challenge,arc_challenge:WASL_2004_8_17,together/Qwen/Qwen3.5-397B-A17B,human_from_scratch,"Michael claims he can use the bands on a woolly caterpillar to predict winter. He says long black bands mean a hard winter, and short black bands mean a mild winter. Last week he found three woolly caterpillars with long black bands. Which of the following do his observations show?",14,3.3241944076293906,0.9225653811096108
arc_challenge::arc_challenge:Mercury_7282083::openai/gpt-5.2-2025-12-11::model_from_scratch,arc_challenge,arc_challenge:Mercury_7282083,openai/gpt-5.2-2025-12-11,model_from_scratch,What can cause an offspring to have a physical trait neither of its parents has?,14,3.253654166323218,0.7809789699225606
arc_challenge::arc_challenge:WASL_2004_8_17::openai/gpt-5.2-2025-12-11::human_from_scratch,arc_challenge,arc_challenge:WASL_2004_8_17,openai/gpt-5.2-2025-12-11,human_from_scratch,"Michael claims he can use the bands on a woolly caterpillar to predict winter. He says long black bands mean a hard winter, and short black bands mean a mild winter. Last week he found three woolly caterpillars with long black bands. Which of the following do his observations show?",14,3.180716416453965,0.8984656353607174
mmlu_pro::mmlu_pro:1144::together/Qwen/Qwen3.5-397B-A17B::human_from_scratch,mmlu_pro,mmlu_pro:1144,together/Qwen/Qwen3.5-397B-A17B,human_from_scratch,"A defendant wished to see his high school basketball team win the state championship. During an important game, the defendant pulled out a gun and shot at the leg of a key player on the opposing team. The defendant intended only to inflict a slight wound so that the opposing player would be unable to complete the game. When the defendant fired the shot, he unintentionally hit a player on his own high school team in the chest, killing him instantly. What is the most serious crime that the defendant can be convicted of?",14,3.149799805051427,0.894499900991777
mmlu_pro::mmlu_pro:2177::google/gemini-3.1-pro-preview::augment_human,mmlu_pro,mmlu_pro:2177,google/gemini-3.1-pro-preview,augment_human,"Jim and Tim are identical (monozygotic) twins that were reared together. Scott and Michael are fraternal (dizygotic) twins that were reared together. Given the results of heritability studies of intelligence, which of the following outcomes are most likely to emerge?",14,3.1413314208027887,0.9582088349013624
arc_challenge::arc_challenge:VASoL_2009_3_22::google/gemini-3.1-pro-preview::human_from_scratch,arc_challenge,arc_challenge:VASoL_2009_3_22,google/gemini-3.1-pro-preview,human_from_scratch,Which of these tells something about how an apple looks?,14,3.1396470084376538,0.8933264482036446
mmlu_pro::mmlu_pro:1144::google/gemini-3.1-pro-preview::human_from_scratch,mmlu_pro,mmlu_pro:1144,google/gemini-3.1-pro-preview,human_from_scratch,"A defendant wished to see his high school basketball team win the state championship. During an important game, the defendant pulled out a gun and shot at the leg of a key player on the opposing team. The defendant intended only to inflict a slight wound so that the opposing player would be unable to complete the game. When the defendant fired the shot, he unintentionally hit a player on his own high school team in the chest, killing him instantly. What is the most serious crime that the defendant can be convicted of?",14,3.1008509588159434,0.8889089900880883
arc_challenge::arc_challenge:WASL_2005_8_12::openai/gpt-5.2-2025-12-11::augment_ablation,arc_challenge,arc_challenge:WASL_2005_8_12,openai/gpt-5.2-2025-12-11,augment_ablation,"In your garden, you want to plant marigolds all around your pepper plants because you read that this flower repels whiteflies. How can you test to see if marigolds really do repel whiteflies?",14,3.0328845260483503,0.9749926415734889
arc_challenge::arc_challenge:TAKS_2009_5_36::together/Qwen/Qwen3.5-397B-A17B::augment_ablation,arc_challenge,arc_challenge:TAKS_2009_5_36,together/Qwen/Qwen3.5-397B-A17B,augment_ablation,"When a dog sees a cat, a message travels from the dog's eyes to the dog's",14,2.861360739704195,0.8987489578544616
arc_challenge::arc_challenge:Mercury_7282083::together/Qwen/Qwen3.5-397B-A17B::model_from_scratch,arc_challenge,arc_challenge:Mercury_7282083,together/Qwen/Qwen3.5-397B-A17B,model_from_scratch,What can cause an offspring to have a physical trait neither of its parents has?,14,2.7758528767171504,0.9808027596687323
arc_challenge::arc_challenge:AIMS_2009_4_12::openai/gpt-5.2-2025-12-11::augment_ablation,arc_challenge,arc_challenge:AIMS_2009_4_12,openai/gpt-5.2-2025-12-11,augment_ablation,Sam poured water on a pile of dirt and observed that some dirt eroded from the pile. Which question could he test to learn more about erosion?,14,2.7445676565910864,0.8734536401972531
arc_challenge::arc_challenge:Mercury_417118::openai/gpt-5.2-2025-12-11::augment_human,arc_challenge,arc_challenge:Mercury_417118,openai/gpt-5.2-2025-12-11,augment_human,"Golden rice is a transgenic plant that produces rice with high levels of vitamin A. The rice would help people improve the nutrition in their diets. However, some people are concerned about the effects the transgenic rice might have on native plants. Which words best characterize these concerns?",14,2.7034687345999515,0.9841405080794892
arc_challenge::arc_challenge:NYSEDREGENTS_2015_4_29::together/Qwen/Qwen3.5-397B-A17B::model_from_scratch,arc_challenge,arc_challenge:NYSEDREGENTS_2015_4_29,together/Qwen/Qwen3.5-397B-A17B,model_from_scratch,What is the main source of energy for all of the organisms in most food chains?,14,2.6644608444820164,0.9170101810830944
arc_challenge::arc_challenge:NYSEDREGENTS_2012_4_1::together/Qwen/Qwen3.5-397B-A17B::model_from_scratch,arc_challenge,arc_challenge:NYSEDREGENTS_2012_4_1,together/Qwen/Qwen3.5-397B-A17B,model_from_scratch,Which object has the greatest flexibility?,14,2.6504846701030154,0.8565259936249856
arc_challenge::arc_challenge:MCAS_2006_9_30::google/gemini-3.1-pro-preview::augment_model,arc_challenge,arc_challenge:MCAS_2006_9_30,google/gemini-3.1-pro-preview,augment_model,A rare genetic condition causes dwarfism and immunodeficiencies. Which of the following is the most likely cause of this condition?,14,2.64873456039169,0.9957879110844481
