item_id,stem_id,dataset,sample_id,generator,setting,choice_count,question,difficulty,discrimination,guessing
arc_challenge::arc_challenge:TIMSS_2003_8_pg94::together/Qwen/Qwen3.5-397B-A17B::model_from_scratch,arc_challenge::arc_challenge:TIMSS_2003_8_pg94,arc_challenge,arc_challenge:TIMSS_2003_8_pg94,together/Qwen/Qwen3.5-397B-A17B,model_from_scratch,4,The Sun is an example of which of the following?,-5.681653625142974,1.0444416031907664,0.25061201709977726
arc_challenge::arc_challenge:MCAS_8_2014_8::together/Qwen/Qwen3.5-397B-A17B::model_from_scratch,arc_challenge::arc_challenge:MCAS_8_2014_8,arc_challenge,arc_challenge:MCAS_8_2014_8,together/Qwen/Qwen3.5-397B-A17B,model_from_scratch,4,Which of the following is the most important function of the research and development department of a large corporation?,-5.681653625142974,1.0444416031907664,0.25061201709977726
arc_challenge::arc_challenge:Mercury_7107328::together/Qwen/Qwen3.5-397B-A17B::model_from_scratch,arc_challenge::arc_challenge:Mercury_7107328,arc_challenge,arc_challenge:Mercury_7107328,together/Qwen/Qwen3.5-397B-A17B,model_from_scratch,4,Two different species evolving from a common ancestor most likely occurs,-5.681653625142974,1.0444416031907664,0.25061201709977726
arc_challenge::arc_challenge:AKDE&ED_2008_4_19::google/gemini-3.1-pro-preview::human_from_scratch,arc_challenge::arc_challenge:AKDE&ED_2008_4_19,arc_challenge,arc_challenge:AKDE&ED_2008_4_19,google/gemini-3.1-pro-preview,human_from_scratch,4,Which statement describes a positive effect of a scientific discovery?,-5.692974113981335,1.0439129196396333,0.25060572657802505
arc_challenge::arc_challenge:Mercury_405136::together/Qwen/Qwen3.5-397B-A17B::augment_ablation,arc_challenge::arc_challenge:Mercury_405136,arc_challenge,arc_challenge:Mercury_405136,together/Qwen/Qwen3.5-397B-A17B,augment_ablation,10,Which statement is true about rocks?,-5.741613319385541,1.0480729167749974,0.10012412736649605
arc_challenge::arc_challenge:Mercury_7107328::google/gemini-3.1-pro-preview::human_from_scratch,arc_challenge::arc_challenge:Mercury_7107328,arc_challenge,arc_challenge:Mercury_7107328,google/gemini-3.1-pro-preview,human_from_scratch,4,Two different species evolving from a common ancestor most likely occurs,-5.750427304987644,1.0408412865949257,0.25055564612025755
arc_challenge::arc_challenge:MCAS_8_2014_8::google/gemini-3.1-pro-preview::human_from_scratch,arc_challenge::arc_challenge:MCAS_8_2014_8,arc_challenge,arc_challenge:MCAS_8_2014_8,google/gemini-3.1-pro-preview,human_from_scratch,4,Which of the following is the most important function of the research and development department of a large corporation?,-5.750427304987644,1.0408412865949257,0.25055564612025755
arc_challenge::arc_challenge:TIMSS_2003_8_pg94::google/gemini-3.1-pro-preview::human_from_scratch,arc_challenge::arc_challenge:TIMSS_2003_8_pg94,arc_challenge,arc_challenge:TIMSS_2003_8_pg94,google/gemini-3.1-pro-preview,human_from_scratch,4,The Sun is an example of which of the following?,-5.750427304987644,1.0408412865949257,0.25055564612025755
arc_challenge::arc_challenge:Mercury_7038833::google/gemini-3.1-pro-preview::human_from_scratch,arc_challenge::arc_challenge:Mercury_7038833,arc_challenge,arc_challenge:Mercury_7038833,google/gemini-3.1-pro-preview,human_from_scratch,4,Which of these describes the property of being a thermal insulator?,-5.750427304987644,1.0408412865949257,0.25055564612025755
arc_challenge::arc_challenge:AKDE&ED_2008_4_19::together/Qwen/Qwen3.5-397B-A17B::human_from_scratch,arc_challenge::arc_challenge:AKDE&ED_2008_4_19,arc_challenge,arc_challenge:AKDE&ED_2008_4_19,together/Qwen/Qwen3.5-397B-A17B,human_from_scratch,4,Which statement describes a positive effect of a scientific discovery?,-5.7560415174198,1.0406114395111086,0.25055117381807557
arc_challenge::arc_challenge:Mercury_405136::openai/gpt-5.2-2025-12-11::model_from_scratch,arc_challenge::arc_challenge:Mercury_405136,arc_challenge,arc_challenge:Mercury_405136,openai/gpt-5.2-2025-12-11,model_from_scratch,4,Which statement is true about rocks?,-5.782841877464121,1.0392126923400846,0.250527274268897
arc_challenge::arc_challenge:MCAS_8_2014_8::together/Qwen/Qwen3.5-397B-A17B::human_from_scratch,arc_challenge::arc_challenge:MCAS_8_2014_8,arc_challenge,arc_challenge:MCAS_8_2014_8,together/Qwen/Qwen3.5-397B-A17B,human_from_scratch,4,Which of the following is the most important function of the research and development department of a large corporation?,-5.813656520625882,1.0377378418015726,0.25050495744355705
arc_challenge::arc_challenge:TIMSS_2003_8_pg94::together/Qwen/Qwen3.5-397B-A17B::human_from_scratch,arc_challenge::arc_challenge:TIMSS_2003_8_pg94,arc_challenge,arc_challenge:TIMSS_2003_8_pg94,together/Qwen/Qwen3.5-397B-A17B,human_from_scratch,4,The Sun is an example of which of the following?,-5.813656520625882,1.0377378418015726,0.25050495744355705
arc_challenge::arc_challenge:Mercury_7038833::together/Qwen/Qwen3.5-397B-A17B::human_from_scratch,arc_challenge::arc_challenge:Mercury_7038833,arc_challenge,arc_challenge:Mercury_7038833,together/Qwen/Qwen3.5-397B-A17B,human_from_scratch,4,Which of these describes the property of being a thermal insulator?,-5.813656520625882,1.0377378418015726,0.25050495744355705
arc_challenge::arc_challenge:Mercury_7107328::together/Qwen/Qwen3.5-397B-A17B::human_from_scratch,arc_challenge::arc_challenge:Mercury_7107328,arc_challenge,arc_challenge:Mercury_7107328,together/Qwen/Qwen3.5-397B-A17B,human_from_scratch,4,Two different species evolving from a common ancestor most likely occurs,-5.813656520625882,1.0377378418015726,0.25050495744355705
arc_challenge::arc_challenge:Mercury_405136::openai/gpt-5.2-2025-12-11::human_from_scratch,arc_challenge::arc_challenge:Mercury_405136,arc_challenge,arc_challenge:Mercury_405136,openai/gpt-5.2-2025-12-11,human_from_scratch,4,Which statement is true about rocks?,-5.91539508259878,1.033196455944697,0.25043395236461186
arc_challenge::arc_challenge:Mercury_405136::google/gemini-3.1-pro-preview::model_from_scratch,arc_challenge::arc_challenge:Mercury_405136,arc_challenge,arc_challenge:Mercury_405136,google/gemini-3.1-pro-preview,model_from_scratch,4,Which statement is true about rocks?,-5.955527305819398,1.0315426674500963,0.2504078379298597
arc_challenge::arc_challenge:Mercury_405136::together/Qwen/Qwen3.5-397B-A17B::model_from_scratch,arc_challenge::arc_challenge:Mercury_405136,arc_challenge,arc_challenge:Mercury_405136,together/Qwen/Qwen3.5-397B-A17B,model_from_scratch,4,Which statement is true about rocks?,-6.0192494520968705,1.0290586745216312,0.2503698512461329
arc_challenge::arc_challenge:Mercury_405136::google/gemini-3.1-pro-preview::human_from_scratch,arc_challenge::arc_challenge:Mercury_405136,arc_challenge,arc_challenge:Mercury_405136,google/gemini-3.1-pro-preview,human_from_scratch,4,Which statement is true about rocks?,-6.08887152546681,1.026569599001394,0.2503345166721863
arc_challenge::arc_challenge:Mercury_405136::together/Qwen/Qwen3.5-397B-A17B::human_from_scratch,arc_challenge::arc_challenge:Mercury_405136,arc_challenge,arc_challenge:Mercury_405136,together/Qwen/Qwen3.5-397B-A17B,human_from_scratch,4,Which statement is true about rocks?,-6.152841436376812,1.024434144473699,0.25030266502631804
