dataset,setting,generator,n_questions,mean_flaws,mean_flaws_se
arc_challenge,augment_ablation,google/gemini-3.1-pro-preview,995,2.164824120603015,0.04738779495124831
arc_challenge,augment_ablation,openai/gpt-5.2-2025-12-11,995,3.078391959798995,0.05498225410639786
arc_challenge,augment_ablation,together/Qwen/Qwen3.5-397B-A17B,995,2.238190954773869,0.04785045855527956
arc_challenge,augment_human,google/gemini-3.1-pro-preview,995,2.093467336683417,0.045285813088431076
arc_challenge,augment_human,openai/gpt-5.2-2025-12-11,995,2.9316582914572864,0.052877454173043806
arc_challenge,augment_human,together/Qwen/Qwen3.5-397B-A17B,995,2.279396984924623,0.04619236633835751
arc_challenge,augment_model,google/gemini-3.1-pro-preview,995,2.1055276381909547,0.046990881305705806
arc_challenge,augment_model,openai/gpt-5.2-2025-12-11,995,3.1085427135678394,0.053965030247239074
arc_challenge,augment_model,together/Qwen/Qwen3.5-397B-A17B,995,2.2542713567839194,0.04663179037552986
arc_challenge,human_from_scratch,google/gemini-3.1-pro-preview,995,1.506532663316583,0.03760613710647212
arc_challenge,human_from_scratch,openai/gpt-5.2-2025-12-11,995,1.5246231155778895,0.038026431037058876
arc_challenge,human_from_scratch,together/Qwen/Qwen3.5-397B-A17B,995,1.4572864321608041,0.03918905719899776
arc_challenge,model_from_scratch,google/gemini-3.1-pro-preview,995,1.4331658291457285,0.037195192280521476
arc_challenge,model_from_scratch,openai/gpt-5.2-2025-12-11,995,2.093467336683417,0.04454293228431744
arc_challenge,model_from_scratch,together/Qwen/Qwen3.5-397B-A17B,995,1.5316582914572865,0.03820688944733276
gpqa,augment_ablation,google/gemini-3.1-pro-preview,415,2.9397590361445785,0.07867618596473962
gpqa,augment_ablation,openai/gpt-5.2-2025-12-11,415,3.486746987951807,0.08730877592083831
gpqa,augment_ablation,together/Qwen/Qwen3.5-397B-A17B,415,3.1518072289156627,0.08849267561891876
gpqa,augment_human,google/gemini-3.1-pro-preview,415,3.0819277108433734,0.08887917603241068
gpqa,augment_human,openai/gpt-5.2-2025-12-11,415,3.36144578313253,0.09090479405165257
gpqa,augment_human,together/Qwen/Qwen3.5-397B-A17B,415,3.1012048192771084,0.0912870737129772
gpqa,augment_model,google/gemini-3.1-pro-preview,415,2.8650602409638553,0.07668876980725937
gpqa,augment_model,openai/gpt-5.2-2025-12-11,415,3.419277108433735,0.08423368286765341
gpqa,augment_model,together/Qwen/Qwen3.5-397B-A17B,415,2.9927710843373494,0.08695143050810568
gpqa,human_from_scratch,google/gemini-3.1-pro-preview,415,2.5686746987951805,0.07164057256725836
gpqa,human_from_scratch,openai/gpt-5.2-2025-12-11,415,2.6554216867469878,0.07512770886678051
gpqa,human_from_scratch,together/Qwen/Qwen3.5-397B-A17B,415,2.4120481927710844,0.07247845923686896
gpqa,model_from_scratch,google/gemini-3.1-pro-preview,415,2.4168674698795183,0.06504407122397986
gpqa,model_from_scratch,openai/gpt-5.2-2025-12-11,415,2.708433734939759,0.06822521148907669
gpqa,model_from_scratch,together/Qwen/Qwen3.5-397B-A17B,415,2.4120481927710844,0.07167091037322233
mmlu_pro,augment_ablation,google/gemini-3.1-pro-preview,954,2.9371069182389937,0.05237780560527817
mmlu_pro,augment_ablation,openai/gpt-5.2-2025-12-11,954,3.593291404612159,0.0567517832994937
mmlu_pro,augment_ablation,together/Qwen/Qwen3.5-397B-A17B,954,3.1352201257861636,0.05602380583649766
mmlu_pro,augment_human,google/gemini-3.1-pro-preview,954,3.2127882599580713,0.05776610973692806
mmlu_pro,augment_human,openai/gpt-5.2-2025-12-11,954,3.8354297693920336,0.058966149774601496
mmlu_pro,augment_human,together/Qwen/Qwen3.5-397B-A17B,954,3.3364779874213837,0.05704940937622313
mmlu_pro,augment_model,google/gemini-3.1-pro-preview,954,2.8375262054507338,0.05083892310635747
mmlu_pro,augment_model,openai/gpt-5.2-2025-12-11,954,3.6289308176100628,0.056988171527211536
mmlu_pro,augment_model,together/Qwen/Qwen3.5-397B-A17B,954,3.1320754716981134,0.05656893225237966
mmlu_pro,human_from_scratch,google/gemini-3.1-pro-preview,954,2.8731656184486374,0.05199237398918986
mmlu_pro,human_from_scratch,openai/gpt-5.2-2025-12-11,954,2.853249475890985,0.05186318615070939
mmlu_pro,human_from_scratch,together/Qwen/Qwen3.5-397B-A17B,954,2.710691823899371,0.05042982413278653
mmlu_pro,model_from_scratch,google/gemini-3.1-pro-preview,954,2.4056603773584904,0.04645472654643363
mmlu_pro,model_from_scratch,openai/gpt-5.2-2025-12-11,954,3.0178197064989516,0.04951136307917294
mmlu_pro,model_from_scratch,together/Qwen/Qwen3.5-397B-A17B,954,2.5230607966457024,0.04934776079990048
