test_taker,dataset,generator,setting,choice_group,n_obs,mean_correct,mean_predicted,mean_residual
openai/gpt-5.4-mini,arc_challenge,google/gemini-3.1-pro-preview,human_from_scratch,4-choice,995,0.9728643216080402,0.9823800555822926,-0.00951573397425229
openai/gpt-5.4-mini,arc_challenge,google/gemini-3.1-pro-preview,model_from_scratch,4-choice,995,0.978894472361809,0.9803793618012235,-0.0014848894394144095
openai/gpt-5.4-mini,arc_challenge,google/gemini-3.1-pro-preview,augment_human,10-choice,995,0.9567839195979899,0.9653880206456715,-0.00860410104768153
openai/gpt-5.4-mini,arc_challenge,google/gemini-3.1-pro-preview,augment_model,10-choice,995,0.9537688442211055,0.9655451434112273,-0.011776299190121879
openai/gpt-5.4-mini,arc_challenge,google/gemini-3.1-pro-preview,augment_ablation,10-choice,995,0.9718592964824121,0.9706820566587293,0.0011772398236826957
openai/gpt-5.4-mini,gpqa,google/gemini-3.1-pro-preview,human_from_scratch,4-choice,415,0.8,0.8334918569575309,-0.03349185695753094
openai/gpt-5.4-mini,gpqa,google/gemini-3.1-pro-preview,model_from_scratch,4-choice,415,0.7662650602409639,0.8134043768657883,-0.04713931662482434
openai/gpt-5.4-mini,gpqa,google/gemini-3.1-pro-preview,augment_human,10-choice,415,0.7012048192771084,0.7290331844955453,-0.027828365218436846
openai/gpt-5.4-mini,gpqa,google/gemini-3.1-pro-preview,augment_model,10-choice,415,0.6987951807228916,0.7258557275145693,-0.027060546791677742
openai/gpt-5.4-mini,gpqa,google/gemini-3.1-pro-preview,augment_ablation,10-choice,415,0.7060240963855422,0.7466112663598493,-0.04058716997430714
openai/gpt-5.4-mini,mmlu_pro,google/gemini-3.1-pro-preview,human_from_scratch,4-choice,954,0.8763102725366876,0.8934084177760694,-0.017098145239381777
openai/gpt-5.4-mini,mmlu_pro,google/gemini-3.1-pro-preview,model_from_scratch,4-choice,954,0.8490566037735849,0.8709858948132834,-0.021929291039698443
openai/gpt-5.4-mini,mmlu_pro,google/gemini-3.1-pro-preview,augment_human,10-choice,954,0.8249475890985325,0.8252700246425565,-0.0003224355440239969
openai/gpt-5.4-mini,mmlu_pro,google/gemini-3.1-pro-preview,augment_model,10-choice,954,0.8155136268343816,0.8194196339596375,-0.0039060071252559167
openai/gpt-5.4-mini,mmlu_pro,google/gemini-3.1-pro-preview,augment_ablation,10-choice,954,0.8060796645702306,0.8241369316057109,-0.01805726703548028
vllm/LGAI-EXAONE/EXAONE-4.0-1.2B,arc_challenge,google/gemini-3.1-pro-preview,human_from_scratch,4-choice,995,0.8140703517587939,0.7992880196808155,0.014782332077978399
vllm/LGAI-EXAONE/EXAONE-4.0-1.2B,arc_challenge,google/gemini-3.1-pro-preview,model_from_scratch,4-choice,995,0.7467336683417085,0.7511043276246991,-0.004370659282990606
vllm/LGAI-EXAONE/EXAONE-4.0-1.2B,arc_challenge,google/gemini-3.1-pro-preview,augment_human,10-choice,995,0.6522613065326633,0.6427576943922955,0.009503612140367842
vllm/LGAI-EXAONE/EXAONE-4.0-1.2B,arc_challenge,google/gemini-3.1-pro-preview,augment_model,10-choice,995,0.6211055276381909,0.6232580191907976,-0.0021524915526066435
vllm/LGAI-EXAONE/EXAONE-4.0-1.2B,arc_challenge,google/gemini-3.1-pro-preview,augment_ablation,10-choice,995,0.6442211055276382,0.6457682736035808,-0.0015471680759426396
vllm/LGAI-EXAONE/EXAONE-4.0-1.2B,gpqa,google/gemini-3.1-pro-preview,human_from_scratch,4-choice,415,0.3469879518072289,0.30614713842154706,0.04084081338568188
vllm/LGAI-EXAONE/EXAONE-4.0-1.2B,gpqa,google/gemini-3.1-pro-preview,model_from_scratch,4-choice,415,0.38313253012048193,0.31796583489655794,0.06516669522392401
vllm/LGAI-EXAONE/EXAONE-4.0-1.2B,gpqa,google/gemini-3.1-pro-preview,augment_human,10-choice,415,0.25542168674698795,0.17246330005243893,0.08295838669454905
vllm/LGAI-EXAONE/EXAONE-4.0-1.2B,gpqa,google/gemini-3.1-pro-preview,augment_model,10-choice,415,0.24819277108433735,0.17616247158133702,0.07203029950300036
vllm/LGAI-EXAONE/EXAONE-4.0-1.2B,gpqa,google/gemini-3.1-pro-preview,augment_ablation,10-choice,415,0.24096385542168675,0.20170992219033973,0.03925393323134701
vllm/LGAI-EXAONE/EXAONE-4.0-1.2B,mmlu_pro,google/gemini-3.1-pro-preview,human_from_scratch,4-choice,954,0.4308176100628931,0.4391590380176995,-0.008341427954806434
vllm/LGAI-EXAONE/EXAONE-4.0-1.2B,mmlu_pro,google/gemini-3.1-pro-preview,model_from_scratch,4-choice,954,0.4171907756813417,0.4162732412966198,0.0009175343847219362
