dataset,label,setting,source,generator,n_items,difficulty,difficulty_se,discrimination,discrimination_se,mean_flaws,mean_flaws_se,validity_available
arc_challenge,GPT Augment Human,augment_human,Augment Human,openai/gpt-5.2-2025-12-11,995,-1.5029295034189631,0.049355832201327055,1.2762260585174177,0.015437595766267558,2.9316582914572864,0.052877454173043806,True
arc_challenge,Gemini Augment Human,augment_human,Augment Human,google/gemini-3.1-pro-preview,995,-2.0215477200856085,0.04499252017280789,1.344252806125918,0.014841260595702883,2.093467336683417,0.045285813088431076,True
arc_challenge,Qwen Augment Human,augment_human,Augment Human,together/Qwen/Qwen3.5-397B-A17B,995,-1.8807468549273243,0.047475171716604564,1.2852146252297731,0.01502788007078188,2.279396984924623,0.04619236633835751,True
arc_challenge,GPT Augment Model,augment_model,Augment Model,openai/gpt-5.2-2025-12-11,995,-1.4917292441993013,0.04977352342268163,1.3205866792478336,0.015063210819037921,3.1085427135678394,0.053965030247239074,True
arc_challenge,Gemini Augment Model,augment_model,Augment Model,google/gemini-3.1-pro-preview,995,-1.9634105935751895,0.044699201741175365,1.3475808650245131,0.015159378279371334,2.1055276381909547,0.046990881305705806,True
arc_challenge,Qwen Augment Model,augment_model,Augment Model,together/Qwen/Qwen3.5-397B-A17B,995,-1.8797005079714666,0.047754381988088755,1.280201859561351,0.014442296925677849,2.2542713567839194,0.04663179037552986,True
arc_challenge,GPT Augment Ablation,augment_ablation,Ablation,openai/gpt-5.2-2025-12-11,995,-1.833469640825327,0.04909304127847157,1.3035952445716184,0.014791694277547639,3.078391959798995,0.05498225410639786,True
arc_challenge,Gemini Augment Ablation,augment_ablation,Ablation,google/gemini-3.1-pro-preview,995,-2.070200847112373,0.04446937169581726,1.3142680402459201,0.014223958191796893,2.164824120603015,0.04738779495124831,True
arc_challenge,Qwen Augment Ablation,augment_ablation,Ablation,together/Qwen/Qwen3.5-397B-A17B,995,-1.9841188196654966,0.04714830635994155,1.2831424960272042,0.014880108792272409,2.238190954773869,0.04785045855527956,True
mmlu_pro,GPT Augment Human,augment_human,Augment Human,openai/gpt-5.2-2025-12-11,954,0.08768667868846218,0.05278314700637198,1.28334431598198,0.012343141997023964,3.8354297693920336,0.058966149774601496,True
mmlu_pro,Gemini Augment Human,augment_human,Augment Human,google/gemini-3.1-pro-preview,954,-0.1697588454219604,0.05158596575891778,1.2557272918411682,0.013232369065997007,3.2127882599580713,0.05776610973692806,True
mmlu_pro,Qwen Augment Human,augment_human,Augment Human,together/Qwen/Qwen3.5-397B-A17B,954,-0.21465646986923476,0.05234945726105745,1.2390299040822488,0.01307315298464885,3.3364779874213837,0.05704940937622313,True
mmlu_pro,GPT Augment Model,augment_model,Augment Model,openai/gpt-5.2-2025-12-11,954,0.10390821851413576,0.05263019473032622,1.2906465034299275,0.01314482103507391,3.6289308176100628,0.056988171527211536,True
mmlu_pro,Gemini Augment Model,augment_model,Augment Model,google/gemini-3.1-pro-preview,954,-0.17826679936613188,0.05247060373173053,1.2734241878800283,0.013322695334285277,2.8375262054507338,0.05083892310635747,True
