item_id,stem_id,dataset,sample_id,generator,setting,choice_count,question,difficulty,discrimination,guessing
arc_challenge::arc_challenge:Mercury_7107328::google/gemini-3.1-pro-preview::model_from_scratch,arc_challenge::arc_challenge:Mercury_7107328,arc_challenge,arc_challenge:Mercury_7107328,google/gemini-3.1-pro-preview,model_from_scratch,4,Two different species evolving from a common ancestor most likely occurs,-5.63331156625633,1.0478659382747266,0.25066924143646735
arc_challenge::arc_challenge:Mercury_7038833::google/gemini-3.1-pro-preview::model_from_scratch,arc_challenge::arc_challenge:Mercury_7038833,arc_challenge,arc_challenge:Mercury_7038833,google/gemini-3.1-pro-preview,model_from_scratch,4,Which of these describes the property of being a thermal insulator?,-5.63331156625633,1.0478659382747266,0.25066924143646735
arc_challenge::arc_challenge:MCAS_8_2014_8::google/gemini-3.1-pro-preview::model_from_scratch,arc_challenge::arc_challenge:MCAS_8_2014_8,arc_challenge,arc_challenge:MCAS_8_2014_8,google/gemini-3.1-pro-preview,model_from_scratch,4,Which of the following is the most important function of the research and development department of a large corporation?,-5.63331156625633,1.0478659382747266,0.25066924143646735
arc_challenge::arc_challenge:Mercury_405136::google/gemini-3.1-pro-preview::model_from_scratch,arc_challenge::arc_challenge:Mercury_405136,arc_challenge,arc_challenge:Mercury_405136,google/gemini-3.1-pro-preview,model_from_scratch,4,Which statement is true about rocks?,-5.63331156625633,1.0478659382747266,0.25066924143646735
arc_challenge::arc_challenge:TIMSS_2003_8_pg94::google/gemini-3.1-pro-preview::model_from_scratch,arc_challenge::arc_challenge:TIMSS_2003_8_pg94,arc_challenge,arc_challenge:TIMSS_2003_8_pg94,google/gemini-3.1-pro-preview,model_from_scratch,4,The Sun is an example of which of the following?,-5.63331156625633,1.0478659382747266,0.25066924143646735
arc_challenge::arc_challenge:Mercury_7107328::together/Qwen/Qwen3.5-397B-A17B::model_from_scratch,arc_challenge::arc_challenge:Mercury_7107328,arc_challenge,arc_challenge:Mercury_7107328,together/Qwen/Qwen3.5-397B-A17B,model_from_scratch,4,Two different species evolving from a common ancestor most likely occurs,-5.69703018206523,1.0442811843836395,0.25060989268530726
arc_challenge::arc_challenge:Mercury_405136::together/Qwen/Qwen3.5-397B-A17B::model_from_scratch,arc_challenge::arc_challenge:Mercury_405136,arc_challenge,arc_challenge:Mercury_405136,together/Qwen/Qwen3.5-397B-A17B,model_from_scratch,4,Which statement is true about rocks?,-5.69703018206523,1.0442811843836395,0.25060989268530726
arc_challenge::arc_challenge:MCAS_8_2014_8::together/Qwen/Qwen3.5-397B-A17B::model_from_scratch,arc_challenge::arc_challenge:MCAS_8_2014_8,arc_challenge,arc_challenge:MCAS_8_2014_8,together/Qwen/Qwen3.5-397B-A17B,model_from_scratch,4,Which of the following is the most important function of the research and development department of a large corporation?,-5.69703018206523,1.0442811843836395,0.25060989268530726
arc_challenge::arc_challenge:TIMSS_2003_8_pg94::together/Qwen/Qwen3.5-397B-A17B::model_from_scratch,arc_challenge::arc_challenge:TIMSS_2003_8_pg94,arc_challenge,arc_challenge:TIMSS_2003_8_pg94,together/Qwen/Qwen3.5-397B-A17B,model_from_scratch,4,The Sun is an example of which of the following?,-5.69703018206523,1.0442811843836395,0.25060989268530726
arc_challenge::arc_challenge:Mercury_7038833::together/Qwen/Qwen3.5-397B-A17B::model_from_scratch,arc_challenge::arc_challenge:Mercury_7038833,arc_challenge,arc_challenge:Mercury_7038833,together/Qwen/Qwen3.5-397B-A17B,model_from_scratch,4,Which of these describes the property of being a thermal insulator?,-5.69703018206523,1.0442811843836395,0.25060989268530726
arc_challenge::arc_challenge:MCAS_8_2014_8::google/gemini-3.1-pro-preview::human_from_scratch,arc_challenge::arc_challenge:MCAS_8_2014_8,arc_challenge,arc_challenge:MCAS_8_2014_8,google/gemini-3.1-pro-preview,human_from_scratch,4,Which of the following is the most important function of the research and development department of a large corporation?,-5.767533083231265,1.040578892851431,0.2505489951964116
arc_challenge::arc_challenge:Mercury_7107328::google/gemini-3.1-pro-preview::human_from_scratch,arc_challenge::arc_challenge:Mercury_7107328,arc_challenge,arc_challenge:Mercury_7107328,google/gemini-3.1-pro-preview,human_from_scratch,4,Two different species evolving from a common ancestor most likely occurs,-5.767533083231265,1.040578892851431,0.2505489951964116
arc_challenge::arc_challenge:Mercury_7038833::google/gemini-3.1-pro-preview::human_from_scratch,arc_challenge::arc_challenge:Mercury_7038833,arc_challenge,arc_challenge:Mercury_7038833,google/gemini-3.1-pro-preview,human_from_scratch,4,Which of these describes the property of being a thermal insulator?,-5.767533083231265,1.040578892851431,0.2505489951964116
arc_challenge::arc_challenge:TIMSS_2003_8_pg94::google/gemini-3.1-pro-preview::human_from_scratch,arc_challenge::arc_challenge:TIMSS_2003_8_pg94,arc_challenge,arc_challenge:TIMSS_2003_8_pg94,google/gemini-3.1-pro-preview,human_from_scratch,4,The Sun is an example of which of the following?,-5.767533083231265,1.040578892851431,0.2505489951964116
arc_challenge::arc_challenge:Mercury_405136::google/gemini-3.1-pro-preview::human_from_scratch,arc_challenge::arc_challenge:Mercury_405136,arc_challenge,arc_challenge:Mercury_405136,google/gemini-3.1-pro-preview,human_from_scratch,4,Which statement is true about rocks?,-5.767533083231265,1.040578892851431,0.2505489951964116
arc_challenge::arc_challenge:Mercury_7107328::together/Qwen/Qwen3.5-397B-A17B::human_from_scratch,arc_challenge::arc_challenge:Mercury_7107328,arc_challenge,arc_challenge:Mercury_7107328,together/Qwen/Qwen3.5-397B-A17B,human_from_scratch,4,Two different species evolving from a common ancestor most likely occurs,-5.83164740781396,1.0374640608004844,0.25049946115339866
arc_challenge::arc_challenge:Mercury_405136::together/Qwen/Qwen3.5-397B-A17B::human_from_scratch,arc_challenge::arc_challenge:Mercury_405136,arc_challenge,arc_challenge:Mercury_405136,together/Qwen/Qwen3.5-397B-A17B,human_from_scratch,4,Which statement is true about rocks?,-5.83164740781396,1.0374640608004844,0.25049946115339866
arc_challenge::arc_challenge:MCAS_8_2014_8::together/Qwen/Qwen3.5-397B-A17B::human_from_scratch,arc_challenge::arc_challenge:MCAS_8_2014_8,arc_challenge,arc_challenge:MCAS_8_2014_8,together/Qwen/Qwen3.5-397B-A17B,human_from_scratch,4,Which of the following is the most important function of the research and development department of a large corporation?,-5.83164740781396,1.0374640608004844,0.25049946115339866
arc_challenge::arc_challenge:Mercury_7038833::together/Qwen/Qwen3.5-397B-A17B::human_from_scratch,arc_challenge::arc_challenge:Mercury_7038833,arc_challenge,arc_challenge:Mercury_7038833,together/Qwen/Qwen3.5-397B-A17B,human_from_scratch,4,Which of these describes the property of being a thermal insulator?,-5.83164740781396,1.0374640608004844,0.25049946115339866
arc_challenge::arc_challenge:TIMSS_2003_8_pg94::together/Qwen/Qwen3.5-397B-A17B::human_from_scratch,arc_challenge::arc_challenge:TIMSS_2003_8_pg94,arc_challenge,arc_challenge:TIMSS_2003_8_pg94,together/Qwen/Qwen3.5-397B-A17B,human_from_scratch,4,The Sun is an example of which of the following?,-5.83164740781396,1.0374640608004844,0.25049946115339866
