dataset,setting,n_items,difficulty,difficulty_sd,discrimination,discrimination_sd,difficulty_se,discrimination_se,n_questions,mean_flaws,mean_flaws_se
gpqa,augment_human,1245,0.5733311775046311,1.4783922129050378,1.2429981541459898,0.3519895940624842,0.04189912858338214,0.009975740627486535,1245,3.181526104417671,0.05225437987548205
arc_challenge,augment_human,2985,-1.8169610555302107,1.5037371818497676,1.300455769269518,0.47807013148018856,0.02752325352829995,0.008750229489471711,2985,2.4348408710217755,0.028607478046754523
gpqa,augment_model,1245,0.5118624766189265,1.5068435912600944,1.223007320935434,0.35969814433898445,0.042705469383656325,0.01019420872844595,1245,3.0923694779116464,0.048201271649657436
arc_challenge,augment_model,2985,-1.794018097934344,1.5054493932646997,1.3141285388256185,0.47133831135739235,0.027554592534501324,0.008627015410453784,2985,2.4894472361809044,0.02958814534387363
mmlu_pro,augment_human,2862,-0.09215729181676065,1.6372880526725484,1.2569603952428707,0.3957487049137983,0.030604851605545113,0.007397495124454916,2862,3.4615653389238297,0.03381222052841103
mmlu_pro,augment_model,2862,-0.12351303149644506,1.6596105985448224,1.2688797695855443,0.41518342870897346,0.031022113676665568,0.0077607768553483916,2862,3.1995108315863034,0.03225162505366024
gpqa,augment_ablation,1245,0.33833556683412774,1.5242505706499,1.201655074127921,0.3846268352063555,0.043198800761713715,0.01090071300718193,1245,3.1927710843373496,0.04941407580477421
arc_challenge,augment_ablation,2985,-1.9776411424146716,1.4794895664176408,1.2986258827630184,0.4625288931225949,0.027079443748871477,0.00846577456701404,2985,2.4938023450586266,0.029946848818118425
mmlu_pro,augment_ablation,2862,-0.2687512571695848,1.6570490958340844,1.2690200097519568,0.4228877469652556,0.03097423303023846,0.007904789093494591,2862,3.221872816212439,0.03220431614379248
gpqa,model_from_scratch,1245,0.18633462875338966,1.4549865381096807,1.2363887558339886,0.34365917795371553,0.04123578811846961,0.009739648220716806,1245,2.512449799196787,0.039635220472647135
arc_challenge,model_from_scratch,2985,-2.3769140322648457,1.4879778356065874,1.2899443718646735,0.39762663808491927,0.027234806526173057,0.007277853405310139,2985,1.6860971524288106,0.023756222317225864
mmlu_pro,model_from_scratch,2862,-0.5084777624435654,1.6775276873124005,1.2921820697546254,0.38650376117392027,0.031357027158774003,0.007224684890605877,2862,2.648846960167715,0.02840393687052022
gpqa,human_from_scratch,1245,0.12089117915952241,1.382867351745793,1.27919135654204,0.3433934065807082,0.03919185753197678,0.00973211599155988,1245,2.5453815261044177,0.042265408022498056
arc_challenge,human_from_scratch,2985,-2.636076169327221,1.4155659232404063,1.2789682250230958,0.3669297533120899,0.025909434349053774,0.006716001139947985,2985,1.4961474036850921,0.02209954433552606
mmlu_pro,human_from_scratch,2862,-0.658056797153008,1.614945690315242,1.263563864229887,0.3935459090933378,0.030187219116658056,0.007356319572546096,2862,2.8123689727463312,0.029715475035751185
