dataset,label,setting,source,generator,n_items,difficulty,difficulty_se,discrimination,discrimination_se,mean_flaws,mean_flaws_se,validity_available
arc_challenge,GPT Augment Human,augment_human,Augment Human,openai/gpt-5.2-2025-12-11,995,-1.516786636454806,0.04913987244479753,1.2734066937391664,0.015460357288281736,2.9316582914572864,0.052877454173043806,True
arc_challenge,Gemini Augment Human,augment_human,Augment Human,google/gemini-3.1-pro-preview,995,-2.035935174112635,0.04490270591229244,1.3432172008025522,0.014884257352621586,2.093467336683417,0.045285813088431076,True
arc_challenge,Qwen Augment Human,augment_human,Augment Human,together/Qwen/Qwen3.5-397B-A17B,995,-1.898161356023191,0.04739026221126523,1.284743413266836,0.015039050436830105,2.279396984924623,0.04619236633835751,True
arc_challenge,GPT Augment Model,augment_model,Augment Model,openai/gpt-5.2-2025-12-11,995,-1.5058360876538204,0.049570403434300477,1.3176474921075032,0.015112648419167861,3.1085427135678394,0.053965030247239074,True
arc_challenge,Gemini Augment Model,augment_model,Augment Model,google/gemini-3.1-pro-preview,995,-1.9788370146823335,0.04453704511618635,1.3455607227217412,0.015178830970488156,2.1055276381909547,0.046990881305705806,True
arc_challenge,Qwen Augment Model,augment_model,Augment Model,together/Qwen/Qwen3.5-397B-A17B,995,-1.897381191466878,0.04762821711940644,1.2791774016476112,0.014465593339073112,2.2542713567839194,0.04663179037552986,True
arc_challenge,GPT Augment Ablation,augment_ablation,Ablation,openai/gpt-5.2-2025-12-11,995,-1.8478280802203038,0.048929122631536426,1.3016820206057051,0.014849199229573415,3.078391959798995,0.05498225410639786,True
arc_challenge,Gemini Augment Ablation,augment_ablation,Ablation,google/gemini-3.1-pro-preview,995,-2.085827322196326,0.04433230106430243,1.3130136988048857,0.014235749828718345,2.164824120603015,0.04738779495124831,True
arc_challenge,Qwen Augment Ablation,augment_ablation,Ablation,together/Qwen/Qwen3.5-397B-A17B,995,-1.9992680248273846,0.04706890954784234,1.2811819288784638,0.014892198913444699,2.238190954773869,0.04785045855527956,True
mmlu_pro,GPT Augment Human,augment_human,Augment Human,openai/gpt-5.2-2025-12-11,954,0.09579185230469757,0.05338501483985039,1.2806488118752777,0.012252884968759668,3.8354297693920336,0.058966149774601496,True
