level,estimate,reference,stem_id,dataset,sample_id,question
mmlu_pro::mmlu_pro:893,2.5121137570478775,False,mmlu_pro::mmlu_pro:893,mmlu_pro,mmlu_pro:893,"A defendant met her friend at the electronics store where the friend worked. Unbeknownst to the defendant, her friend had taken a music player from the display case and stuffed it in her bag earlier in the day. Knowing that employees are subject to search when they leave the store, the friend surreptitiously put the music player into the defendant's bag. The defendant and her friend proceeded to a local tavern and drank shots of tequila. The friend became intoxicated and forgot to retrieve the stolen music player from the defendant's bag. After leaving the tavern, the defendant proceeded home. Upon opening her bag, she was surprised to see the music player. Believing that the music player had accidentally fallen into her bag at the bar, the defendant planned to return it the next day. The following day, however, the defendant changed her mind and decided to keep it. The defendant is guilty of"
mmlu_pro::mmlu_pro:906,2.5121137570478775,False,mmlu_pro::mmlu_pro:906,mmlu_pro,mmlu_pro:906,"Two men were told by the defendant that a medical devices company was now using the old warehouse on the river for storing its supply of defibrillators. Late one night, the two men broke into the warehouse and proceeded to load the large crates of defibrillators onto their truck. As they were leaving, one of the men inadvertently threw his cigarette butt into a refuse pile of old cardboard boxes and papers. Soon afterward, the refuse ignited into a small fire. Although the men had time to douse the fire without any danger to themselves, they did not do so. Instead, they fled. Meanwhile, the fire quickly spread, engulfing the entire warehouse in flames. If the defendant is later charged as a co-conspirator, in all likelihood he would be held responsible as"
mmlu_pro::mmlu_pro:1060,2.5121137570478775,False,mmlu_pro::mmlu_pro:1060,mmlu_pro,mmlu_pro:1060,"Owner has a property in fee simple absolute. He executes a deed to Friend with the words ""To Friend for life and then to the heirs of Owner."" Under common law principles the conveyance to the heirs is not effective. Thus, the deed would result in a life estate to Friend with a reversion back to Owner. That result is due to what common law doctrine?"
mmlu_pro::mmlu_pro:2346,2.5121137570478775,False,mmlu_pro::mmlu_pro:2346,mmlu_pro,mmlu_pro:2346,"According to Harry Stack Sullivan, which of the following cognitive experiences characterizes schizophrenic behavior:"
mmlu_pro::mmlu_pro:2379,2.5121137570478775,False,mmlu_pro::mmlu_pro:2379,mmlu_pro,mmlu_pro:2379,"According to Irvin Yalom, ________in group therapy is the analogue of the therapist-client relationship in individual therapy."
mmlu_pro::mmlu_pro:2333,2.5121137570478775,False,mmlu_pro::mmlu_pro:2333,mmlu_pro,mmlu_pro:2333,"A mother complains thar her 15-year-old daughter “lives like a pig, she is so sloppy and dirty.” She adds, “The more I yell at her, the worse she gets.” In operant conditioning terms, the yelling can best be explained as"
mmlu_pro::mmlu_pro:2383,2.5121137570478775,False,mmlu_pro::mmlu_pro:2383,mmlu_pro,mmlu_pro:2383,The primary purpose of a(n) ____________ is to obtain detailed information about job requirements in order to facilitate decisions related to compensation.
mmlu_pro::mmlu_pro:2207,2.5121137570478775,False,mmlu_pro::mmlu_pro:2207,mmlu_pro,mmlu_pro:2207,"An employee is receiving counseling from a psychologist through his company's employee assistance program. In this situation, the psychologist can let the employee's supervisor know that the employee is receiving treatment:"
mmlu_pro::mmlu_pro:2175,2.5121137570478775,False,mmlu_pro::mmlu_pro:2175,mmlu_pro,mmlu_pro:2175,"Lucille suffered a stroke last week and cannot recognize her children or grandchildren by looking at them. Of the following structures, her brain lesion is most likely in the"
mmlu_pro::mmlu_pro:2033,2.5121137570478775,False,mmlu_pro::mmlu_pro:2033,mmlu_pro,mmlu_pro:2033,"During World War II, millions of Jews and other minorities were slaughtered because they were blamed for the financial and social problems of Germany. Such scapegoating illustrates"
mmlu_pro::mmlu_pro:1222,2.5121137570478775,False,mmlu_pro::mmlu_pro:1222,mmlu_pro,mmlu_pro:1222,"In June a computer retailer ordered 100 computers, with various configurations, from a manufacturer, to be delivered by August 1. The order form expressly limited acceptance to the terms of the offer. In July the manufacturer sent a confirmation agreeing to the terms and specifications, but stating that ""shipment will be made in two deliveries, half by August 10 and the other half by August 20."" When shipment was not made by August 1, the retailer withdrew the order. Will the manufacturer prevail in enforcing a contract?"
mmlu_pro::mmlu_pro:1132,2.5121137570478775,False,mmlu_pro::mmlu_pro:1132,mmlu_pro,mmlu_pro:1132,There was an accident at a manufacturing plant located in California which state generally allows prevailing parties to collect punitive damages. A worker from Washington was injured at the California plant and she filed suit in federal district court in her home state of Washington. Washington does not generally allow punitive damages. The plaintiff has alleged in their federal lawsuit filed in Washington that they are entitled to punitive damages. The court should
mmlu_pro::mmlu_pro:1142,2.5121137570478775,False,mmlu_pro::mmlu_pro:1142,mmlu_pro,mmlu_pro:1142,"Shortly after breaking up with the defendant, a woman began dating the victim. The defendant, who still loved the woman, hated the victim. During a holiday weekend, the woman and the victim arranged to go camping in a federal park. The defendant and his friend decided to beat up the victim while he and the woman were on their camping trip. They went to the campsite where the woman and the victim were staying, but they couldn't find the couple, who were hiking in the woods. Subsequently, the defendant was arrested and charged with conspiracy to commit an assault in a federal park. At trial, the defendant testified that he didn't know he was in a federal park. Moreover, he stated that if he had known, he would never have agreed to the crime. If the jury believes the defendant, he should be found"
mmlu_pro::mmlu_pro:1147,2.5121137570478775,False,mmlu_pro::mmlu_pro:1147,mmlu_pro,mmlu_pro:1147,What is it called when a remainder in the grantor's heirs is invalid and becomes a reversion in the grantor?
mmlu_pro::mmlu_pro:1418,2.5121137570478775,False,mmlu_pro::mmlu_pro:1418,mmlu_pro,mmlu_pro:1418,"A defendant was charged with vehicular battery after driving through a red light and crashing into a woman's small convertible. The woman suffered massive internal injuries and lapsed into a coma for several hours after she reached the hospital. The woman's best friend, who was a passenger in the car, miraculously received only a few minor bruises. After the collision, the passenger stayed with the woman trying to comfort her until the ambulance arrived. At trial, the passenger is called to testify. While on the witness stand, she gazes with sorrow at the woman, who is still wearing a cast on her leg. The passenger testifies that the first thing she remembered seeing after the accident was the woman's bloodied body trapped in the mangled wreckage. The state's attorney then asked the passenger if the woman said anything to her before being taken to the hospital. The passenger answered, ""Yes, she told me: I know I'm dying. Why did he have to run that red light?""Upon objection by the defendant's attorney, the court should rule the passenger's testimony"
mmlu_pro::mmlu_pro:1943,2.5121137570478775,False,mmlu_pro::mmlu_pro:1943,mmlu_pro,mmlu_pro:1943,"During spring break, a private boarding school was deserted while students and teachers were away on vacation. A guidance counselor remained on campus because he was working on a research project. After working late one night, the counselor decided to enter the room of a student from a very wealthy family. The counselor was rummaging through the student's room looking for something valuable to steal. Under the bed, he noticed an expensive suitcase. The counselor opened the suitcase and found an express mail envelope. The counselor knew that the student's father often sent money to his son in express mail envelopes. The counselor opened the envelope and saw that it contained a large quantity of white powder, which he suspected to be heroin. The counselor telephoned the police, and an officer was dispatched to the school. The counselor handed the officer the envelope, which he transported to the police station. At the station house, the officer opened the envelope and sent a sampling of the substance to the police lab. Tests confirmed the substance to be heroin. The police did not secure a search warrant before confiscating and opening the envelope. The student was thereafter arrested and charged with unlawful possession of a controlled dangerous substance. The student's attorney has filed a motion to suppress the heroin from evidence. The motion will most likely be"
mmlu_pro::mmlu_pro:1348,2.5121137570478775,False,mmlu_pro::mmlu_pro:1348,mmlu_pro,mmlu_pro:1348,Which statement best describes the profit sharing relationship of a general partnership where the partners have agreed only on voting percentage and the voting shares are unequal?
mmlu_pro::mmlu_pro:1307,2.5121137570478775,False,mmlu_pro::mmlu_pro:1307,mmlu_pro,mmlu_pro:1307,"A defendant was booked on a commercial airline flight. When the defendant arrived at the airport, two undercover police narcotics agents observed him. His appearance and actions led the police to believe that he fit the description of a predetermined profile of a drug courier. The officers approached the defendant and told him they wanted to detain him for questioning. The defendant asked what for, and the police explained that they were narcotics agents assigned to the airport and that he fit the profile of a drug courier. They then asked the defendant to hand over his overnight bag. The defendant refused. The officers then explained that he wouldn't be permitted to board the plane unless they inspected the contents of his bag. The defendant told the officers that he changed his mind and decided not to fly today after all. The officers still requested that the defendant turn his overnight bag over to them. The defendant did so, and then he was given permission to leave the airport. The next day, the police had a dog sniff the defendant's bag for narcotics. The results of this search gave police suspicion to believe that the bag contained narcotics. They opened the defendant's bag and found heroin inside. The defendant was subsequently arrested and charged with unlawful possession of narcotics. At trial, the defendant's attorney moves to prevent introduction of the heroin into evidence. This motion will most likely be"
