item_id,stem_id,dataset,sample_id,generator,setting,choice_count,question,difficulty,discrimination,guessing
arc_challenge::arc_challenge:NYSEDREGENTS_2013_4_17::together/Qwen/Qwen3.5-397B-A17B::human_from_scratch,arc_challenge::arc_challenge:NYSEDREGENTS_2013_4_17,arc_challenge,arc_challenge:NYSEDREGENTS_2013_4_17,together/Qwen/Qwen3.5-397B-A17B,human_from_scratch,4,One example of a living thing is,-4.410678292673447,1.0239896323976405,0.25033455891141426
arc_challenge::arc_challenge:Mercury_7283430::together/Qwen/Qwen3.5-397B-A17B::human_from_scratch,arc_challenge::arc_challenge:Mercury_7283430,arc_challenge,arc_challenge:Mercury_7283430,together/Qwen/Qwen3.5-397B-A17B,human_from_scratch,4,"In organisms, macromolecules are made up of subunits. Which of these pairs correctly describes how a macromolecule is constructed?",-4.410678292673447,1.0239896323976405,0.25033455891141426
arc_challenge::arc_challenge:VASoL_2008_5_10::together/Qwen/Qwen3.5-397B-A17B::human_from_scratch,arc_challenge::arc_challenge:VASoL_2008_5_10,arc_challenge,arc_challenge:VASoL_2008_5_10,together/Qwen/Qwen3.5-397B-A17B,human_from_scratch,4,Which of these objects is opaque?,-4.410678292673447,1.0239896323976405,0.25033455891141426
arc_challenge::arc_challenge:VASoL_2007_5_22::together/Qwen/Qwen3.5-397B-A17B::human_from_scratch,arc_challenge::arc_challenge:VASoL_2007_5_22,arc_challenge,arc_challenge:VASoL_2007_5_22,together/Qwen/Qwen3.5-397B-A17B,human_from_scratch,4,22 Sandy is conducting an investigation to find out which food his dog likes best. Which is the manipulated variable in his investigation?,-4.410678292673447,1.0239896323976405,0.25033455891141426
arc_challenge::arc_challenge:Mercury_SC_417677::together/Qwen/Qwen3.5-397B-A17B::human_from_scratch,arc_challenge::arc_challenge:Mercury_SC_417677,arc_challenge,arc_challenge:Mercury_SC_417677,together/Qwen/Qwen3.5-397B-A17B,human_from_scratch,4,A polished metal ball looks very shiny and bright on a sunny day. What makes the ball look shiny?,-4.410678292673447,1.0239896323976405,0.25033455891141426
arc_challenge::arc_challenge:MCAS_2006_8_1::together/Qwen/Qwen3.5-397B-A17B::human_from_scratch,arc_challenge::arc_challenge:MCAS_2006_8_1,arc_challenge,arc_challenge:MCAS_2006_8_1,together/Qwen/Qwen3.5-397B-A17B,human_from_scratch,4,"The terms gas exchange, diaphragm, and inhale are most closely associated with which system in the human body?",-4.410678292673447,1.0239896323976405,0.25033455891141426
arc_challenge::arc_challenge:Mercury_SC_410971::together/Qwen/Qwen3.5-397B-A17B::human_from_scratch,arc_challenge::arc_challenge:Mercury_SC_410971,arc_challenge,arc_challenge:Mercury_SC_410971,together/Qwen/Qwen3.5-397B-A17B,human_from_scratch,4,Cities control the amount of pollution that is allowed to come from cars. How does this most likely help people?,-4.410678292673447,1.0239896323976405,0.25033455891141426
arc_challenge::arc_challenge:Mercury_SC_408631::together/Qwen/Qwen3.5-397B-A17B::human_from_scratch,arc_challenge::arc_challenge:Mercury_SC_408631,arc_challenge,arc_challenge:Mercury_SC_408631,together/Qwen/Qwen3.5-397B-A17B,human_from_scratch,4,Many bacteria grow quickly at room temperatures of about 20°C. The temperature inside a refrigerator is usually kept at about 4°C. Which statement best explains how using a refrigerator has helped society?,-4.410678292673447,1.0239896323976405,0.25033455891141426
arc_challenge::arc_challenge:Mercury_409295::together/Qwen/Qwen3.5-397B-A17B::human_from_scratch,arc_challenge::arc_challenge:Mercury_409295,arc_challenge,arc_challenge:Mercury_409295,together/Qwen/Qwen3.5-397B-A17B,human_from_scratch,4,Robert is thinking about buying a new refrigerator. His old refrigerator runs at about 43% efficiency. Which most likely accounts for the remaining 57% of the energy?,-4.410678292673447,1.0239896323976405,0.25033455891141426
arc_challenge::arc_challenge:MDSA_2009_5_39::together/Qwen/Qwen3.5-397B-A17B::human_from_scratch,arc_challenge::arc_challenge:MDSA_2009_5_39,arc_challenge,arc_challenge:MDSA_2009_5_39,together/Qwen/Qwen3.5-397B-A17B,human_from_scratch,4,"A Green Community Many cities in the United States are developing ""green communities."" A green community is intended to reduce the use of energy and consists of houses, apartments, and nearby businesses. Grocery stores, restaurants, and movie theaters are all within walking distance of the homes in the community. People travel shorter distances to their schools and jobs. Many of the buildings in a green community are made of renewable and recycled materials. Solar energy keeps the buildings at a comfortable temperature. Natural landscape features, such as trees and plants, are carefully located to provide shade and to control temperatures. Community gardens allow residents to grow food and flowers. People in green communities are using a nonrenewable resource when they",-4.410678292673447,1.0239896323976405,0.25033455891141426
arc_challenge::arc_challenge:MCAS_8_2014_8::together/Qwen/Qwen3.5-397B-A17B::human_from_scratch,arc_challenge::arc_challenge:MCAS_8_2014_8,arc_challenge,arc_challenge:MCAS_8_2014_8,together/Qwen/Qwen3.5-397B-A17B,human_from_scratch,4,Which of the following is the most important function of the research and development department of a large corporation?,-4.410678292673447,1.0239896323976405,0.25033455891141426
